gen,arch,wr,mutation
5,闘_ガブルカ_安定_V1,0.3550,Out: フレイムパッチ / In: セキ (Parent: 28/50 -> Mutant: 33/50)
5,水_スターミー_安定_V1,0.5935,Out: カスミ / In: ゴツゴツメット (Parent: 27/50 -> Mutant: 34/50)
5,超_ミュウツー_グッズ偏重_V3,0.3888,Out: ネズ / In: セキ (Parent: 28/50 -> Mutant: 31/50)
5,水_スターミー_グッズ偏重_V3,0.5100,Out: ウォーターボート / In: いたずらルーレット (Parent: 28/50 -> Mutant: 31/50)
5,水_スターミー_究極_V6_アルティメット,0.4377,Out: ケロマツ / In: ルンパッパ (Parent: 32/50 -> Mutant: 42/50)
5,鋼_メルルギア_究極_V6_アルティメット,0.5200,Out: トリミアン / In: カモネギ (Parent: 38/50 -> Mutant: 42/50)
5,超_ミュウツー_安定_V1,0.8027,Out: メガサーナイトex / In: ソーナンス (Parent: 44/50 -> Mutant: 46/50)
5,雷_ピカチュウ_究極_V6_アルティメット,0.4450,unchanged
5,超_ゲンガー_グッズ偏重_V3,0.1685,unchanged
5,炎_リザードンX_グッズ偏重_V3,0.5677,unchanged
5,草_フシギバナ_究極_V6_アルティメット,0.3396,unchanged
5,鋼_メルルギア_安定_V1,0.3796,unchanged
5,龍悪_ギラダク_究極_V6_アルティメット,0.5927,unchanged
5,龍悪_ギラダク_安定_V1,0.5177,unchanged
5,闘_ガブルカ_グッズ偏重_V3,0.3919,unchanged
5,闘_ガブルカ_究極_V6_アルティメット,0.4012,unchanged
6,草_フシギバナ_究極_V6_アルティメット,0.3641,unchanged
6,雷_ピカチュウ_究極_V6_アルティメット,0.4801,Out: たべのこし / In: かんこうきゃく (Parent: 28/50 -> Mutant: 36/50)
6,超_ミュウツー_究極_V6_アルティメット,0.5558,Out: フーディン / In: 旅の行商人 (Parent: 31/50 -> Mutant: 38/50)
6,超_ゲンガー_安定_V1,0.1433,unchanged
6,炎_リザードンX_究極_V6_アルティメット,0.4144,unchanged
6,水_スターミー_グッズ偏重_V3,0.5119,Out: カスミ / In: そうじゅくエキス (Parent: 28/50 -> Mutant: 31/50)
6,超_ミュウツー_グッズ偏重_V3,0.4141,Out: シュシュプ / In: ハラ (Parent: 25/50 -> Mutant: 33/50)
6,鋼_メルルギア_安定_V1,0.3897,unchanged
6,闘_ガブルカ_究極_V6_アルティメット,0.4019,unchanged
6,超_ゲンガー_究極_V6_アルティメット,0.5407,unchanged
6,雷_ピカチュウ_グッズ偏重_V3,0.5558,unchanged
6,草_フシギバナ_安定_V1,0.6660,unchanged
6,龍悪_ギラダク_安定_V1,0.5202,Out: ダークライex / In: ポケモン図鑑 (Parent: 26/50 -> Mutant: 30/50)
6,龍悪_ギラダク_究極_V6_アルティメット,0.6051,unchanged
6,超_ミュウツー_安定_V1,0.7792,unchanged
6,水_スターミー_究極_V6_アルティメット,0.4744,Out: たべのこし / In: グレイシア (Parent: 42/50 -> Mutant: 45/50)
6,雷_ピカチュウ_安定_V1,0.7510,unchanged
6,超_ゲンガー_グッズ偏重_V3,0.1663,unchanged
6,水_スターミー_安定_V1,0.5788,unchanged
6,鋼_メルルギア_究極_V6_アルティメット,0.5026,Out: スイレン / In: レッドカード (Parent: 30/50 -> Mutant: 35/50)
6,炎_リザードンX_安定_V1,0.5962,unchanged
6,闘_ガブルカ_グッズ偏重_V3,0.3737,unchanged
6,草_フシギバナ_グッズ偏重_V3,0.5670,Out: レッドカード / In: ジャローダ (Parent: 33/50 -> Mutant: 41/50)
6,龍悪_ギラダク_グッズ偏重_V3,0.8189,unchanged
6,闘_ガブルカ_安定_V1,0.3458,Out: シロナ / In: 旅の行商人 (Parent: 28/50 -> Mutant: 32/50)
6,鋼_メルルギア_グッズ偏重_V3,0.4413,Out: ムクホーク / In: アカネ (Parent: 24/50 -> Mutant: 27/50)
6,炎_リザードンX_グッズ偏重_V3,0.5417,unchanged
7,水_スターミー_安定_V1,0.6022,Out: カスミ / In: パウワウ (Parent: 32/50 -> Mutant: 37/50)
7,雷_ピカチュウ_安定_V1,0.7538,unchanged
7,闘_ガブルカ_グッズ偏重_V3,0.3857,Out: ナツメ / In: テラキオン (Parent: 30/50 -> Mutant: 32/50)
7,雷_ピカチュウ_グッズ偏重_V3,0.5753,Out: サンダーex / In: ラクライ (Parent: 30/50 -> Mutant: 32/50)
7,超_ゲンガー_究極_V6_アルティメット,0.5514,Out: ヒラヒナ / In: ハウ (Parent: 35/50 -> Mutant: 43/50)
7,超_ミュウツー_グッズ偏重_V3,0.4363,unchanged
7,闘_ガブルカ_安定_V1,0.3698,unchanged
7,水_スターミー_グッズ偏重_V3,0.5212,unchanged
7,草_フシギバナ_グッズ偏重_V3,0.5766,unchanged
7,超_ゲンガー_グッズ偏重_V3,0.1681,unchanged
7,鋼_メルルギア_安定_V1,0.3970,unchanged
7,鋼_メルルギア_グッズ偏重_V3,0.4368,unchanged
7,龍悪_ギラダク_究極_V6_アルティメット,0.6088,unchanged
7,超_ミュウツー_安定_V1,0.7632,unchanged
7,龍悪_ギラダク_安定_V1,0.5115,unchanged
7,龍悪_ギラダク_グッズ偏重_V3,0.8137,unchanged
7,炎_リザードンX_究極_V6_アルティメット,0.4077,unchanged
7,炎_リザードンX_安定_V1,0.5948,unchanged
7,鋼_メルルギア_究極_V6_アルティメット,0.5008,Out: ドゴーム / In: ポリゴンZ (Parent: 29/50 -> Mutant: 31/50)
7,炎_リザードンX_グッズ偏重_V3,0.5310,unchanged
7,水_スターミー_究極_V6_アルティメット,0.4898,unchanged
7,闘_ガブルカ_究極_V6_アルティメット,0.3830,unchanged
7,草_フシギバナ_安定_V1,0.6462,Out: チェリンボ / In: ビードル (Parent: 35/50 -> Mutant: 37/50)
7,超_ゲンガー_安定_V1,0.1368,Out: ナツメ / In: きずぐすり (Parent: 7/50 -> Mutant: 13/50)
7,雷_ピカチュウ_究極_V6_アルティメット,0.4624,unchanged
7,超_ミュウツー_究極_V6_アルティメット,0.5305,unchanged
7,草_フシギバナ_究極_V6_アルティメット,0.3456,unchanged
8,鋼_メルルギア_安定_V1,0.4132,unchanged
8,炎_リザードンX_グッズ偏重_V3,0.5486,Out: ファイヤーex / In: アカネ (Parent: 29/50 -> Mutant: 31/50)
8,超_ミュウツー_安定_V1,0.7642,Out: イエッサン / In: ベラカス (Parent: 38/50 -> Mutant: 44/50)
8,草_フシギバナ_グッズ偏重_V3,0.5856,Out: かけだし調査員 / In: タルップル (Parent: 33/50 -> Mutant: 37/50)
8,超_ミュウツー_究極_V6_アルティメット,0.5409,unchanged
8,龍悪_ギラダク_グッズ偏重_V3,0.8240,unchanged
8,闘_ガブルカ_安定_V1,0.3870,unchanged
8,水_スターミー_究極_V6_アルティメット,0.5197,Out: ふしぎな広場 / In: シズイ (Parent: 43/50 -> Mutant: 45/50)
8,鋼_メルルギア_グッズ偏重_V3,0.4380,unchanged
8,闘_ガブルカ_グッズ偏重_V3,0.3916,unchanged
8,炎_リザードンX_究極_V6_アルティメット,0.4067,unchanged
8,草_フシギバナ_究極_V6_アルティメット,0.3474,unchanged
8,超_ゲンガー_グッズ偏重_V3,0.1700,Out: バウッツェル / In: サーナイト (Parent: 10/50 -> Mutant: 14/50)
8,水_スターミー_グッズ偏重_V3,0.5195,Out: ハラ / In: フローゼル (Parent: 26/50 -> Mutant: 32/50)
8,超_ゲンガー_究極_V6_アルティメット,0.5579,Out: メレシー / In: ラムのみ (Parent: 38/50 -> Mutant: 48/50)
8,雷_ピカチュウ_究極_V6_アルティメット,0.4719,unchanged
8,炎_リザードンX_安定_V1,0.5964,unchanged
8,鋼_メルルギア_究極_V6_アルティメット,0.5000,unchanged
8,雷_ピカチュウ_グッズ偏重_V3,0.5493,unchanged
8,雷_ピカチュウ_安定_V1,0.7358,unchanged
8,闘_ガブルカ_究極_V6_アルティメット,0.3712,Out: カイリキー / In: ワンリキー (Parent: 14/50 -> Mutant: 16/50)
8,超_ミュウツー_グッズ偏重_V3,0.4267,Out: モノマネむすめ / In: フワライド (Parent: 36/50 -> Mutant: 41/50)
8,龍悪_ギラダク_安定_V1,0.4988,unchanged
8,龍悪_ギラダク_究極_V6_アルティメット,0.5976,unchanged
8,超_ゲンガー_安定_V1,0.1315,Out: ゴースト / In: カルネ (Parent: 11/50 -> Mutant: 14/50)
8,草_フシギバナ_安定_V1,0.6233,unchanged
8,水_スターミー_安定_V1,0.5834,Out: オシャマリ / In: ギャラドスex (Parent: 33/50 -> Mutant: 37/50)
9,草_フシギバナ_安定_V1,0.6299,Out: ペパー / In: ギンガ団のしたっぱ (Parent: 31/50 -> Mutant: 38/50)
9,超_ミュウツー_グッズ偏重_V3,0.4515,Out: キルリア / In: ピッピ (Parent: 24/50 -> Mutant: 36/50)
9,龍悪_ギラダク_グッズ偏重_V3,0.8323,Out: ふしぎなアメ / In: カイリュー (Parent: 45/50 -> Mutant: 49/50)
9,雷_ピカチュウ_究極_V6_アルティメット,0.4848,unchanged
9,超_ミュウツー_究極_V6_アルティメット,0.5468,unchanged
9,鋼_メルルギア_安定_V1,0.4165,unchanged
9,龍悪_ギラダク_究極_V6_アルティメット,0.6066,unchanged
9,水_スターミー_安定_V1,0.5919,unchanged
9,龍悪_ギラダク_安定_V1,0.5049,Out: セレナ / In: ブラッキー (Parent: 26/50 -> Mutant: 29/50)
9,超_ゲンガー_究極_V6_アルティメット,0.5878,unchanged
9,鋼_メルルギア_究極_V6_アルティメット,0.5049,Out: ルギアex / In: ふしぎな広場 (Parent: 30/50 -> Mutant: 34/50)
9,超_ゲンガー_グッズ偏重_V3,0.1701,unchanged
9,超_ゲンガー_安定_V1,0.1299,unchanged
9,雷_ピカチュウ_グッズ偏重_V3,0.5331,Out: ネモ / In: トゲデマル (Parent: 26/50 -> Mutant: 35/50)
9,草_フシギバナ_究極_V6_アルティメット,0.3455,Out: キレイハナ / In: カルム (Parent: 26/50 -> Mutant: 28/50)
9,水_スターミー_究極_V6_アルティメット,0.5329,unchanged
9,闘_ガブルカ_究極_V6_アルティメット,0.3624,Out: ペパー / In: こうらの化石 (Parent: 21/50 -> Mutant: 24/50)
9,闘_ガブルカ_安定_V1,0.3848,unchanged
9,闘_ガブルカ_グッズ偏重_V3,0.3848,unchanged
9,雷_ピカチュウ_安定_V1,0.7235,unchanged
9,鋼_メルルギア_グッズ偏重_V3,0.4252,unchanged
9,草_フシギバナ_グッズ偏重_V3,0.5791,Out: マスカーニャex / In: ナッシーex (Parent: 29/50 -> Mutant: 36/50)
9,炎_リザードンX_究極_V6_アルティメット,0.3932,unchanged
9,超_ミュウツー_安定_V1,0.7500,unchanged
9,水_スターミー_グッズ偏重_V3,0.5053,Out: ビーストナイト / In: ポッチャマ (Parent: 32/50 -> Mutant: 37/50)
9,炎_リザードンX_安定_V1,0.5910,unchanged
9,炎_リザードンX_グッズ偏重_V3,0.5312,unchanged
10,鋼_メルルギア_究極_V6_アルティメット,0.5088,unchanged
10,雷_ピカチュウ_究極_V6_アルティメット,0.4990,unchanged
10,超_ゲンガー_安定_V1,0.1312,Out: エレメンタルつけかえ / In: ネマシュ (Parent: 7/50 -> Mutant: 11/50)
10,超_ミュウツー_安定_V1,0.7608,unchanged
10,闘_ガブルカ_安定_V1,0.4002,unchanged
10,鋼_メルルギア_グッズ偏重_V3,0.4335,unchanged
10,炎_リザードンX_グッズ偏重_V3,0.5260,Out: イーブイのバッグ / In: ヒバニー (Parent: 18/50 -> Mutant: 32/50)
10,炎_リザードンX_究極_V6_アルティメット,0.4002,unchanged
10,雷_ピカチュウ_グッズ偏重_V3,0.5235,unchanged
10,超_ゲンガー_グッズ偏重_V3,0.1713,Out: サーナイト / In: はじまりの平原 (Parent: 13/50 -> Mutant: 18/50)
10,水_スターミー_グッズ偏重_V3,0.5046,Out: フローゼル / In: ブロスター (Parent: 33/50 -> Mutant: 36/50)
10,草_フシギバナ_グッズ偏重_V3,0.5846,unchanged
10,炎_リザードンX_安定_V1,0.5990,Out: マオ / In: リーリエ (Parent: 43/50 -> Mutant: 45/50)
10,龍悪_ギラダク_安定_V1,0.5029,unchanged
10,龍悪_ギラダク_グッズ偏重_V3,0.8269,unchanged
10,超_ミュウツー_グッズ偏重_V3,0.4500,unchanged
10,闘_ガブルカ_究極_V6_アルティメット,0.3633,unchanged
10,雷_ピカチュウ_安定_V1,0.7179,unchanged
10,水_スターミー_究極_V6_アルティメット,0.5410,unchanged
10,超_ゲンガー_究極_V6_アルティメット,0.6081,unchanged
10,超_ミュウツー_究極_V6_アルティメット,0.5335,unchanged
10,鋼_メルルギア_安定_V1,0.4056,unchanged
10,草_フシギバナ_究極_V6_アルティメット,0.3362,unchanged
10,龍悪_ギラダク_究極_V6_アルティメット,0.6002,Out: テーブルシティ / In: メガゲンガーex (Parent: 38/50 -> Mutant: 43/50)
10,闘_ガブルカ_グッズ偏重_V3,0.3779,unchanged
10,水_スターミー_安定_V1,0.5787,unchanged
10,草_フシギバナ_安定_V1,0.6154,unchanged
11,超_ミュウツー_安定_V1,0.7684,Out: おさかなネット / In: 大きなマント (Parent: 37/50 -> Mutant: 46/50)
11,炎_リザードンX_究極_V6_アルティメット,0.4107,Out: リザードンex / In: ファイヤーex (Parent: 26/50 -> Mutant: 32/50)
11,超_ゲンガー_安定_V1,0.1334,Out: かいの化石 / In: フーディン (Parent: 8/50 -> Mutant: 15/50)
11,龍悪_ギラダク_究極_V6_アルティメット,0.6178,unchanged
11,鋼_メルルギア_究極_V6_アルティメット,0.5166,Out: アルセウスex / In: メルメタル (Parent: 25/50 -> Mutant: 27/50)
11,草_フシギバナ_グッズ偏重_V3,0.5906,unchanged
11,闘_ガブルカ_究極_V6_アルティメット,0.3692,unchanged
11,草_フシギバナ_究極_V6_アルティメット,0.3441,Out: フシギバナex / In: テーブルシティ (Parent: 22/50 -> Mutant: 26/50)
11,龍悪_ギラダク_グッズ偏重_V3,0.8288,unchanged
11,鋼_メルルギア_グッズ偏重_V3,0.4329,unchanged
11,超_ゲンガー_グッズ偏重_V3,0.1713,unchanged
11,龍悪_ギラダク_安定_V1,0.5044,unchanged
11,雷_ピカチュウ_究極_V6_アルティメット,0.4990,unchanged
11,超_ゲンガー_究極_V6_アルティメット,0.6304,unchanged
11,水_スターミー_究極_V6_アルティメット,0.5503,unchanged
11,闘_ガブルカ_グッズ偏重_V3,0.3806,Out: セレナ / In: アカネ (Parent: 20/50 -> Mutant: 28/50)
11,草_フシギバナ_安定_V1,0.6149,unchanged
11,炎_リザードンX_安定_V1,0.5981,unchanged
11,炎_リザードンX_グッズ偏重_V3,0.5135,unchanged
11,水_スターミー_安定_V1,0.5752,Out: フリーザーex / In: クレベース (Parent: 34/50 -> Mutant: 39/50)
11,水_スターミー_グッズ偏重_V3,0.4962,Out: ハリーセン / In: オシャマリ (Parent: 34/50 -> Mutant: 39/50)
11,鋼_メルルギア_安定_V1,0.3970,Out: ペラップ / In: ポケモン図鑑 (Parent: 21/50 -> Mutant: 23/50)
11,雷_ピカチュウ_安定_V1,0.7082,Out: デデンネ / In: エレキジェネレーター (Parent: 33/50 -> Mutant: 41/50)
11,超_ミュウツー_グッズ偏重_V3,0.4397,Out: ハラ / In: ボチ (Parent: 26/50 -> Mutant: 31/50)
11,超_ミュウツー_究極_V6_アルティメット,0.5206,unchanged
11,闘_ガブルカ_安定_V1,0.3862,unchanged
11,雷_ピカチュウ_グッズ偏重_V3,0.5021,unchanged
12,龍悪_ギラダク_グッズ偏重_V3,0.8356,unchanged
12,鋼_メルルギア_究極_V6_アルティメット,0.5085,unchanged
12,雷_ピカチュウ_安定_V1,0.7154,unchanged
12,闘_ガブルカ_安定_V1,0.3976,Out: ヘビーメット / In: スター団のしたっぱ (Parent: 28/50 -> Mutant: 30/50)
12,雷_ピカチュウ_グッズ偏重_V3,0.5034,unchanged
12,水_スターミー_安定_V1,0.5774,Out: フリーザーex / In: フローゼル (Parent: 30/50 -> Mutant: 34/50)
12,超_ゲンガー_グッズ偏重_V3,0.1721,Out: ゴースト / In: デスマス (Parent: 12/50 -> Mutant: 15/50)
12,雷_ピカチュウ_究極_V6_アルティメット,0.5043,unchanged
12,超_ミュウツー_安定_V1,0.7684,Out: フレイムパッチ / In: デスマス (Parent: 36/50 -> Mutant: 43/50)
12,超_ミュウツー_究極_V6_アルティメット,0.5231,unchanged
12,水_スターミー_究極_V6_アルティメット,0.5612,unchanged
12,炎_リザードンX_究極_V6_アルティメット,0.4178,Out: リザードン / In: ギャロップ (Parent: 33/50 -> Mutant: 40/50)
12,鋼_メルルギア_安定_V1,0.3966,unchanged
12,草_フシギバナ_究極_V6_アルティメット,0.3466,unchanged
12,草_フシギバナ_安定_V1,0.6127,unchanged
12,水_スターミー_グッズ偏重_V3,0.4944,unchanged
12,龍悪_ギラダク_安定_V1,0.4979,unchanged
12,炎_リザードンX_安定_V1,0.5955,Out: ガオガエンex / In: シズイ (Parent: 36/50 -> Mutant: 39/50)
12,超_ミュウツー_グッズ偏重_V3,0.4343,unchanged
12,龍悪_ギラダク_究極_V6_アルティメット,0.6229,unchanged
12,鋼_メルルギア_グッズ偏重_V3,0.4252,Out: コトネ / In: ムクバード (Parent: 25/50 -> Mutant: 28/50)
12,超_ゲンガー_究極_V6_アルティメット,0.6407,unchanged
12,炎_リザードンX_グッズ偏重_V3,0.5035,Out: カイ / In: ウインディ (Parent: 24/50 -> Mutant: 26/50)
12,闘_ガブルカ_究極_V6_アルティメット,0.3601,unchanged
12,超_ゲンガー_安定_V1,0.1300,unchanged
12,闘_ガブルカ_グッズ偏重_V3,0.3742,unchanged
12,草_フシギバナ_グッズ偏重_V3,0.5806,unchanged
13,炎_リザードンX_安定_V1,0.6080,Out: リザードン / In: ヤトウモリ (Parent: 35/50 -> Mutant: 40/50)
13,鋼_メルルギア_グッズ偏重_V3,0.4345,unchanged
13,草_フシギバナ_安定_V1,0.6191,unchanged
