gen,arch,wr,mutation
1,炎_メガリザX_高火力_V1_安定_サブ2枚,0.7600,Out: カルネ / In: ラビフット (WR: 67.35% -> 76.00%)
1,水_パオジ_速攻_V6_純正_サブ0枚,0.4400,Out: 博士の研究 / In: デリバード (WR: 36.22% -> 44.00%)
1,超_ルナアーラ_回復_V6_純正_サブ0枚,0.4200,Out: きずぐすり / In: いじわるレター (WR: 23.78% -> 42.00%)
1,炎_グレンアルマ_加速_V1_安定_サブ2枚,0.2600,Out: ロコン / In: マツバ (WR: 8.88% -> 26.00%)
1,龍_レック_最強_V3_グッズ偏重_サブ2,0.5000,Out: ミカン / In: ガブリアス (WR: 29.18% -> 50.00%)
1,水_メガギャラ_爆発_V5_メガピン刺し_サブ1,0.8200,Out: テーブルシティ / In: シズクモ (WR: 61.22% -> 82.00%)
1,鋼_メガハガ_耐久_V5_メガピン刺し_サブ1,0.5600,Out: クチート / In: ボスゴドラ (WR: 43.16% -> 56.00%)
1,無色_ルギア_加速_V2_安定_サブ1ピン刺し,0.8000,Out: イリマ / In: ホルビー (WR: 46.22% -> 80.00%)
1,無色_ルギア_加速_V3_グッズ偏重_サブ2,0.5200,Out: ルギアex / In: ビーダルex (WR: 39.90% -> 52.00%)
1,炎_メガバシャ_再利用_V3_グッズ偏重_サブ2,0.7000,Out: ブースター / In: 幻の石板 (WR: 58.16% -> 70.00%)
1,龍_カイリュ_狙撃_V2_安定_サブ1ピン刺し,0.0000,unchanged
1,草_エルフ_加速_V6_純正_サブ0枚,0.0000,unchanged
1,水_メガカメ_タンク_V4_グッズ偏重_ピンサブ,0.4000,Out: メガカメックスex / In: どくバリ (WR: 37.65% -> 40.00%)
1,雷_サンダース_加速_V3_グッズ偏重_サブ2,0.7600,Out: ポケモン通信 / In: マチス (WR: 44.69% -> 76.00%)
1,闘_ルカガブ_2ex_V6_純正_サブ0枚,0.5600,Out: ルカリオex / In: ノズパス (WR: 26.22% -> 56.00%)
1,水_メガカメ_タンク_V1_安定_サブ2枚,0.8200,Out: メリッサ / In: コイキング (WR: 70.71% -> 82.00%)
1,水_スイゲツ_環境_V1_安定_サブ2枚,0.4200,Out: スイクンex / In: デリバード (WR: 37.55% -> 42.00%)
1,草_フシギバ_どく_V2_安定_サブ1ピン刺し,0.8400,Out: カキ / In: クヌギダマ (WR: 60.71% -> 84.00%)
1,炎_メガリザX_速攻_V6_純正_サブ0枚,0.6000,Out: ロトム図鑑 / In: ギャロップ (WR: 42.65% -> 60.00%)
2,超_ネクロ_高火力_V2_安定_サブ1ピン刺し,0.0000,unchanged
2,闘_マッシ_詰め_V6_純正_サブ0枚,0.7600,unchanged
2,超_ミュウ_完封_V6_純正_サブ0枚,0.0000,unchanged
2,超_ネクロ_高火力_V1_安定_サブ2枚,0.0000,unchanged
2,水_スイゲツ_ドロー_V1_安定_サブ2枚,0.0000,unchanged
2,龍_ウルネク_全体_V3_グッズ偏重_サブ2,0.7800,Out: アイリス / In: ゴチム (WR: 72.65% -> 78.00%)
2,悪_サザンアブ_狙撃_V5_メガピン刺し_サブ1,0.8400,Out: ダークライ / In: マニューラ (WR: 64.49% -> 84.00%)
2,水_メガカメ_タンク_V1_安定_サブ2枚,0.8200,unchanged
2,水_フリスイ_後攻_V3_グッズ偏重_サブ2,0.8600,Out: カスミ / In: カメックスex (WR: 78.00% -> 86.00%)
2,水_パルキア_高打点_V2_安定_サブ1ピン刺し,0.5800,unchanged
2,超_ミュウツ_サナ_V6_純正_サブ0枚,0.5600,Out: ナツメ / In: シュシュプ (WR: 48.27% -> 56.00%)
2,水_スイゲツ_環境_V6_純正_サブ0枚,0.6000,Out: エレキコード / In: ゴルダック (WR: 49.90% -> 60.00%)
2,無色_ルギア_加速_V1_安定_サブ2枚,0.0000,unchanged
2,水_スイゲツ_ドロー_V3_グッズ偏重_サブ2,0.9200,unchanged
2,雷_サンダース_加速_V6_純正_サブ0枚,0.0000,unchanged
2,無色_メガピジョ_速攻_V3_グッズ偏重_サブ2,0.0000,unchanged
2,悪_サザンアブ_狙撃_V6_純正_サブ0枚,0.0000,unchanged
2,超_メガゲン_全体_V3_グッズ偏重_サブ2,0.0000,unchanged
2,雷_メガライボ_速攻_V4_グッズ偏重_ピンサブ,0.5400,Out: ひみつのコハク / In: ダークペンダント (WR: 50.00% -> 54.00%)
2,龍_カイリュ_狙撃_V3_グッズ偏重_サブ2,0.6800,Out: カイリューex / In: たべのこし (WR: 58.78% -> 68.00%)
2,超_メガゲン_全体_V4_グッズ偏重_ピンサブ,0.0000,unchanged
2,炎_メガリザY_安定_V3_グッズ偏重_サブ2,0.7200,Out: カイ / In: ハンドスコープ (WR: 65.00% -> 72.00%)
2,炎_メガリザX_高火力_V2_安定_サブ1ピン刺し,0.0000,unchanged
2,龍_レック_最強_V2_安定_サブ1ピン刺し,0.4800,Out: 博士の研究 / In: ギラティナ (WR: 37.35% -> 48.00%)
2,水_メガカメ_タンク_V5_メガピン刺し_サブ1,0.7000,Out: タケシ / In: トリトドン (WR: 58.00% -> 70.00%)
2,闘_ルカ_安定_V3_グッズ偏重_サブ2,0.3000,Out: エリカ / In: マケンカニ (WR: 13.57% -> 30.00%)
2,超_ミュウツ_サナ_V4_グッズ偏重_ピンサブ,0.7000,Out: ふしぎなアメ / In: フレフワン (WR: 57.96% -> 70.00%)
2,水_パオジ_速攻_V4_グッズ偏重_ピンサブ,0.6200,Out: セキ / In: セキ (WR: 48.37% -> 62.00%)
2,草_マスカ_妨害_V2_安定_サブ1ピン刺し,0.3200,Out: ジュナイパーex / In: サボネア (WR: 16.84% -> 32.00%)
2,雷_ピカライ_進化_V2_安定_サブ1ピン刺し,0.5200,Out: カイデン / In: テーブルシティ (WR: 34.59% -> 52.00%)
2,水_パオジ_速攻_V1_安定_サブ2枚,0.7800,Out: 博士の研究 / In: コオリッポ (WR: 61.33% -> 78.00%)
2,無色_メガピジョ_速攻_V1_安定_サブ2枚,0.9000,Out: ペラップ / In: キョウ (WR: 59.18% -> 90.00%)
2,炎_メガバシャ_再利用_V5_メガピン刺し_サブ1,0.8600,Out: たべのこし / In: パルデアケンタロス (WR: 46.43% -> 86.00%)
2,悪_ダーク_全体_V1_安定_サブ2枚,0.7400,Out: アクジキングex / In: ガラルマッスグマ (WR: 70.51% -> 74.00%)
2,闘_ドンフ_耐久_V6_純正_サブ0枚,0.7400,Out: サカキ / In: カスミ (WR: 72.00% -> 74.00%)
2,炎_メガリザX_高火力_V6_純正_サブ0枚,0.4800,Out: かいの化石 / In: リーフマント (WR: 45.51% -> 48.00%)
2,雷_ピカライ_進化_V1_安定_サブ2枚,0.6600,unchanged
2,水_スイゲツ_環境_V4_グッズ偏重_ピンサブ,0.5000,Out: フリーザーex / In: ハルカ (WR: 46.63% -> 50.00%)
2,雷_ピカライ_進化_V3_グッズ偏重_サブ2,0.4400,Out: ルクシオ / In: エリキテル (WR: 32.35% -> 44.00%)
2,超_ミュウゲン_2ex_V4_グッズ偏重_ピンサブ,0.9600,Out: メガゲンガーex / In: 大きなふうせん (WR: 80.82% -> 96.00%)
2,悪_ブラッキ_強制_V4_グッズ偏重_ピンサブ,0.2400,Out: 大きなふうせん / In: スコルピ (WR: 12.86% -> 24.00%)
2,炎_ホウオウ_循環_V6_純正_サブ0枚,0.5400,unchanged
2,水_パルキア_高打点_V4_グッズ偏重_ピンサブ,0.4400,Out: オムスター / In: パルシェン (WR: 38.37% -> 44.00%)
2,超_ネクロ_高火力_V4_グッズ偏重_ピンサブ,0.5200,Out: ロケット団のしたっぱ / In: サーフゴーex (WR: 52.00% -> 52.00%)
2,超_ミュウゲン_2ex_V6_純正_サブ0枚,0.5600,Out: 博士の研究 / In: ふたの化石 (WR: 28.98% -> 56.00%)
2,雷_メガライボ_速攻_V2_安定_サブ1ピン刺し,0.3200,Out: トレーニングエリア / In: ハラバリーex (WR: 28.67% -> 32.00%)
2,超_ミュウツ_サナ_V2_安定_サブ1ピン刺し,0.8000,unchanged
2,龍_ウルネク_全体_V2_安定_サブ1ピン刺し,0.3000,Out: コロモリ / In: ペロリーム (WR: 29.80% -> 30.00%)
2,雷_サンダース_加速_V4_グッズ偏重_ピンサブ,0.4400,Out: いたずらルーレット / In: エリキテル (WR: 17.24% -> 44.00%)
2,雷_ライコウ_2ex_V5_メガピン刺し_サブ1,0.6400,Out: メガライボルトex / In: 大きなマント (WR: 41.22% -> 64.00%)
3,雷_ライコウ_2ex_V6_純正_サブ0枚,0.9600,Out: ボタン / In: ライチュウ (WR: 87.86% -> 96.00%)
3,悪_ダーク_全体_V4_グッズ偏重_ピンサブ,0.6800,Out: リーフ / In: ヒレの化石 (WR: 66.12% -> 68.00%)
3,雷_ピカライ_進化_V2_安定_サブ1ピン刺し,0.5510,unchanged
3,闘_ルカ_安定_V1_安定_サブ2枚,0.3200,Out: サイドン / In: ダグトリオ (WR: 24.90% -> 32.00%)
3,草_フシギバ_どく_V6_純正_サブ0枚,0.0000,unchanged
3,闘_ルカ_安定_V3_グッズ偏重_サブ2,0.3000,unchanged
3,無色_メガピジョ_速攻_V2_安定_サブ1ピン刺し,0.0000,unchanged
3,炎_メガリザY_ワンパン_V6_純正_サブ0枚,0.0000,unchanged
3,炎_メガリザX_高火力_V4_グッズ偏重_ピンサブ,0.7600,Out: モノマネむすめ / In: ジュン (WR: 68.78% -> 76.00%)
3,水_フリスイ_後攻_V1_安定_サブ2枚,0.8000,Out: ルンパッパ / In: ハスボー (WR: 67.45% -> 80.00%)
3,悪_アクジ_吸収_V6_純正_サブ0枚,0.6400,Out: 博士の研究 / In: ミカン (WR: 52.96% -> 64.00%)
3,草_フシギバ_どく_V2_安定_サブ1ピン刺し,0.8400,unchanged
3,超_ミュウ_完封_V1_安定_サブ2枚,0.0000,unchanged
3,無色_メガピジョ_速攻_V6_純正_サブ0枚,0.7200,unchanged
3,無色_ルギア_加速_V4_グッズ偏重_ピンサブ,0.6800,Out: メタルコアバリア / In: エレキコード (WR: 59.08% -> 68.00%)
3,水_メガギャラ_爆発_V1_安定_サブ2枚,0.8000,Out: そうじゅくエキス / In: ネオラント (WR: 70.41% -> 80.00%)
3,水_パオジ_速攻_V1_安定_サブ2枚,0.7800,unchanged
3,水_メガギャラ_爆発_V6_純正_サブ0枚,0.0000,unchanged
3,草_エルフ_加速_V1_安定_サブ2枚,0.6600,Out: チオンジェン / In: ハリマロン (WR: 66.00% -> 66.00%)
3,雷_ライコウ_2ex_V1_安定_サブ2枚,0.0000,unchanged
3,超_ネクロ_高火力_V1_安定_サブ2枚,0.0000,unchanged
3,龍_レック_最強_V3_グッズ偏重_サブ2,0.5000,unchanged
3,闘_ルカ_安定_V4_グッズ偏重_ピンサブ,0.3600,Out: 博士の研究 / In: ルカリオex (WR: 28.00% -> 36.00%)
3,超_ミュウツ_サナ_V2_安定_サブ1ピン刺し,0.8000,unchanged
3,鋼_サーフゴ_バフ_V3_グッズ偏重_サブ2,0.4600,Out: ふしぎな広場 / In: いたずらルーレット (WR: 35.82% -> 46.00%)
3,超_ルナアーラ_回復_V1_安定_サブ2枚,0.8400,Out: フワンテ / In: ムンナ (WR: 64.69% -> 84.00%)
3,悪_サザンアブ_狙撃_V4_グッズ偏重_ピンサブ,0.6400,Out: 大きなマント / In: スコルピ (WR: 63.67% -> 64.00%)
3,悪_ブラッキ_強制_V2_安定_サブ1ピン刺し,0.0000,unchanged
3,鋼_サーフゴ_バフ_V1_安定_サブ2枚,0.7000,Out: レッド / In: ハウ (WR: 50.00% -> 70.00%)
3,草_マスカ_妨害_V3_グッズ偏重_サブ2,0.4200,Out: セレビィex / In: チコリータ (WR: 31.22% -> 42.00%)
3,鋼_ディアルガ_ロマン_V4_グッズ偏重_ピンサブ,0.8400,Out: ユキノオー / In: カメール (WR: 69.18% -> 84.00%)
3,水_メガギャラ_爆発_V3_グッズ偏重_サブ2,0.8400,Out: マチス / In: ルージュラ (WR: 78.67% -> 84.00%)
3,超_ルナアーラ_回復_V6_純正_サブ0枚,0.4200,Out: ヤドン / In: カイ (WR: 42.00% -> 42.00%)
3,龍_カイリュ_狙撃_V4_グッズ偏重_ピンサブ,0.4000,Out: モンスターボール / In: セレナ (WR: 30.20% -> 40.00%)
3,草_フシギバ_どく_V3_グッズ偏重_サブ2,0.9400,unchanged
3,雷_メガライボ_速攻_V6_純正_サブ0枚,0.6000,Out: ギンガ団のしたっぱ / In: デンリュウ (WR: 42.35% -> 60.00%)
3,水_メガギャラ_爆発_V2_安定_サブ1ピン刺し,0.7400,Out: メガヤドランex / In: ユキワラシ (WR: 58.98% -> 74.00%)
3,闘_マッシ_詰め_V3_グッズ偏重_サブ2,0.5000,Out: マーマネ / In: テラキオン (WR: 34.39% -> 50.00%)
3,雷_サンダース_加速_V4_グッズ偏重_ピンサブ,0.5600,Out: 博士の研究 / In: ハンドスコープ (WR: 44.00% -> 56.00%)
3,無色_メガピジョ_速攻_V5_メガピン刺し_サブ1,0.6600,Out: ピジョットex / In: 大きなマント (WR: 55.71% -> 66.00%)
3,超_ルナアーラ_回復_V2_安定_サブ1ピン刺し,0.5000,Out: イーブイのバッグ / In: おおきいマラサダ (WR: 21.02% -> 50.00%)
3,草_マスカ_妨害_V4_グッズ偏重_ピンサブ,0.2600,Out: ヤンヤンマ / In: ゴリランダー (WR: 10.71% -> 26.00%)
3,超_ミュウツ_サナ_V1_安定_サブ2枚,0.8000,Out: メガサーナイトex / In: ジャグラー (WR: 67.96% -> 80.00%)
3,草_エルフ_加速_V6_純正_サブ0枚,0.2200,Out: ポケモン通信 / In: サルノリ (WR: 11.63% -> 22.00%)
3,草_フシギバ_どく_V5_メガピン刺し_サブ1,0.8400,Out: コフーライ / In: ナエトル (WR: 59.59% -> 84.00%)
3,炎_メガリザY_安定_V3_グッズ偏重_サブ2,0.7200,Out: ズガドーンex / In: イツキ (WR: 72.00% -> 72.00%)
3,草_マスカ_妨害_V6_純正_サブ0枚,0.2400,Out: ビーストナイト / In: モジャンボ (WR: 20.10% -> 24.00%)
3,超_ルナアーラ_回復_V4_グッズ偏重_ピンサブ,0.1600,Out: ひみつのコハク / In: カキ (WR: 13.67% -> 16.00%)
3,龍_ウルネク_全体_V3_グッズ偏重_サブ2,0.7800,unchanged
3,無色_ルギア_加速_V2_安定_サブ1ピン刺し,0.8000,unchanged
4,炎_メガリザY_安定_V6_純正_サブ0枚,0.0000,unchanged
4,超_ミュウゲン_2ex_V4_グッズ偏重_ピンサブ,0.9600,unchanged
4,炎_メガリザX_高火力_V2_安定_サブ1ピン刺し,0.0000,unchanged
4,雷_ライコウ_2ex_V3_グッズ偏重_サブ2,0.9200,Out: ライコウex / In: リーリエ (WR: 83.57% -> 92.00%)
4,悪_ブラッキ_強制_V1_安定_サブ2枚,0.8200,Out: ブラッキーex / In: スカタンク (WR: 58.47% -> 82.00%)
4,炎_メガリザX_速攻_V4_グッズ偏重_ピンサブ,0.0000,unchanged
4,悪_サザンアブ_狙撃_V2_安定_サブ1ピン刺し,0.7010,unchanged
4,水_フリスイ_後攻_V6_純正_サブ0枚,0.9200,Out: ミカン / In: カジリガメ (WR: 78.47% -> 92.00%)
4,水_パルキア_高打点_V1_安定_サブ2枚,0.7600,Out: クラブ / In: カメックス (WR: 63.27% -> 76.00%)
4,鋼_ディアルガ_ロマン_V2_安定_サブ1ピン刺し,0.0000,unchanged
4,草_エルフ_加速_V6_純正_サブ0枚,0.2200,unchanged
4,闘_ルカ_安定_V6_純正_サブ0枚,0.0000,unchanged
4,龍_レック_最強_V1_安定_サブ2枚,0.0000,unchanged
4,悪_ブラッキ_強制_V3_グッズ偏重_サブ2,0.4800,Out: シトロン / In: スピーダー (WR: 37.55% -> 48.00%)
4,闘_ドンフ_耐久_V4_グッズ偏重_ピンサブ,0.3600,Out: ドンファンex / In: モンスターボール (WR: 21.33% -> 36.00%)
4,鋼_サーフゴ_バフ_V2_安定_サブ1ピン刺し,0.2400,Out: メルメタルex / In: ナットレイ (WR: 22.14% -> 24.00%)
4,炎_エンテイ_ドロー_V2_安定_サブ1ピン刺し,0.6800,Out: エンテイex / In: そうじゅくエキス (WR: 63.98% -> 68.00%)
4,超_ミュウゲン_2ex_V3_グッズ偏重_サブ2,0.9600,Out: ヒカリ / In: どくバリ (WR: 87.14% -> 96.00%)
4,超_ルナアーラ_回復_V2_安定_サブ1ピン刺し,0.5000,unchanged
4,闘_ルカ_安定_V1_安定_サブ2枚,0.3200,unchanged
4,雷_メガライボ_速攻_V4_グッズ偏重_ピンサブ,0.7200,Out: ハウ / In: グラジオ (WR: 54.00% -> 72.00%)
4,無色_メガピジョ_速攻_V6_純正_サブ0枚,0.7200,unchanged
4,水_メガギャラ_爆発_V1_安定_サブ2枚,0.8000,unchanged
4,超_ミュウツ_サナ_V6_純正_サブ0枚,0.5600,Out: ネマシュ / In: トゲピー (WR: 56.00% -> 56.00%)
4,悪_ダーク_全体_V6_純正_サブ0枚,0.4400,Out: アローラベトベター / In: テーブルシティ (WR: 42.76% -> 44.00%)
4,草_マスカ_妨害_V2_安定_サブ1ピン刺し,0.6200,Out: サボネア / In: 旅の行商人 (WR: 32.00% -> 62.00%)
4,炎_メガバシャ_再利用_V6_純正_サブ0枚,0.6400,Out: フレイムパッチ / In: シズイ (WR: 54.39% -> 64.00%)
4,超_ネクロ_高火力_V1_安定_サブ2枚,0.4600,Out: バリヤード / In: シュシュプ (WR: 42.04% -> 46.00%)
4,水_スイゲツ_ドロー_V1_安定_サブ2枚,0.7600,Out: きずぐすり / In: ブロスター (WR: 73.06% -> 76.00%)
4,水_フリスイ_後攻_V1_安定_サブ2枚,0.8000,unchanged
4,雷_ライコウ_2ex_V2_安定_サブ1ピン刺し,0.7800,Out: ふしぎな広場 / In: プラスル (WR: 55.31% -> 78.00%)
4,超_ネクロ_高火力_V2_安定_サブ1ピン刺し,0.6800,Out: ウルトラネクロズマex / In: ムウマージ (WR: 47.04% -> 68.00%)
4,超_ミュウ_完封_V3_グッズ偏重_サブ2,0.9400,Out: マーマネ / In: カンナギタウンの長老 (WR: 76.94% -> 94.00%)
4,龍_ウルネク_全体_V6_純正_サブ0枚,0.5600,Out: ヨノワール / In: ネイティオ (WR: 37.55% -> 56.00%)
4,炎_ホウオウ_循環_V6_純正_サブ0枚,0.5400,unchanged
4,雷_メガライボ_速攻_V6_純正_サブ0枚,0.6000,unchanged
4,草_エルフ_加速_V3_グッズ偏重_サブ2,0.6400,Out: ヤンヤンマ / In: カリキリ (WR: 45.51% -> 64.00%)
4,悪_アクジ_吸収_V3_グッズ偏重_サブ2,0.6600,Out: カイ / In: サザンドラ (WR: 40.61% -> 66.00%)
4,雷_ピカライ_進化_V2_安定_サブ1ピン刺し,0.5800,Out: ハイキングコース / In: カンナギタウンの長老 (WR: 55.10% -> 58.00%)
4,無色_カビゴン_耐久_V2_安定_サブ1ピン刺し,0.5200,Out: ボタン / In: プリン (WR: 48.67% -> 52.00%)
4,草_マスカ_妨害_V6_純正_サブ0枚,0.3400,Out: チェリンボ / In: マメバッタ (WR: 24.00% -> 34.00%)
4,炎_メガリザX_高火力_V6_純正_サブ0枚,0.7000,Out: 博士の研究 / In: リザード (WR: 48.00% -> 70.00%)
4,雷_メガライボ_速攻_V2_安定_サブ1ピン刺し,0.4200,Out: リーフマント / In: パチリス (WR: 32.00% -> 42.00%)
4,水_メガカメ_タンク_V5_メガピン刺し_サブ1,0.7000,unchanged
4,超_ネクロ_高火力_V3_グッズ偏重_サブ2,0.7600,Out: フレフワン / In: カプテテフ (WR: 31.53% -> 76.00%)
4,超_ルナアーラ_回復_V1_安定_サブ2枚,0.9200,Out: ナツメ / In: ミュウツーex (WR: 84.00% -> 92.00%)
4,鋼_メガハガ_耐久_V3_グッズ偏重_サブ2,0.7200,Out: いたずらルーレット / In: アローラディグダ (WR: 60.41% -> 72.00%)
4,龍_レック_最強_V4_グッズ偏重_ピンサブ,0.6000,Out: ハクリュー / In: クリムガン (WR: 26.02% -> 60.00%)
4,草_フシギバ_どく_V2_安定_サブ1ピン刺し,0.8400,unchanged
4,炎_メガバシャ_再利用_V1_安定_サブ2枚,0.7400,Out: マグマラシ / In: ハンサム (WR: 56.12% -> 74.00%)
5,炎_ホウオウ_循環_V1_安定_サブ2枚,0.8400,unchanged
5,雷_ライコウ_2ex_V4_グッズ偏重_ピンサブ,0.9000,Out: サンダースex / In: フレイムパッチ (WR: 85.00% -> 90.00%)
5,悪_サザンアブ_狙撃_V2_安定_サブ1ピン刺し,0.7337,unchanged
5,草_フシギバ_どく_V5_メガピン刺し_サブ1,0.8400,Out: ナエトル / In: ツタージャ (WR: 84.00% -> 84.00%)
5,鋼_ディアルガ_ロマン_V4_グッズ偏重_ピンサブ,0.8400,unchanged
5,水_メガギャラ_爆発_V6_純正_サブ0枚,0.0000,unchanged
5,水_メガカメ_タンク_V2_安定_サブ1ピン刺し,0.0000,unchanged
5,超_ミュウゲン_2ex_V2_安定_サブ1ピン刺し,0.0000,unchanged
5,龍_カイリュ_狙撃_V1_安定_サブ2枚,0.7000,Out: メガラティオスex / In: グズマ (WR: 68.78% -> 70.00%)
5,水_パルキア_高打点_V6_純正_サブ0枚,0.5600,Out: カンナギタウンの長老 / In: シャワーズ (WR: 48.88% -> 56.00%)
5,炎_エンテイ_ドロー_V3_グッズ偏重_サブ2,0.6400,Out: ウインディex / In: アカネ (WR: 61.63% -> 64.00%)
5,無色_カビゴン_耐久_V4_グッズ偏重_ピンサブ,0.0000,unchanged
5,炎_メガリザY_安定_V4_グッズ偏重_ピンサブ,0.7600,Out: ルザミーネ / In: キュウコン (WR: 63.67% -> 76.00%)
5,悪_ブラッキ_強制_V4_グッズ偏重_ピンサブ,0.3400,Out: 幻の石板 / In: ダークライ (WR: 26.22% -> 34.00%)
5,炎_メガリザX_速攻_V6_純正_サブ0枚,0.7200,Out: リザード / In: ハラ (WR: 60.00% -> 72.00%)
5,雷_サンダース_加速_V6_純正_サブ0枚,0.3600,Out: モココ / In: サンダー (WR: 18.88% -> 36.00%)
5,闘_マッシ_詰め_V6_純正_サブ0枚,0.7600,unchanged
5,水_メガカメ_タンク_V1_安定_サブ2枚,0.8400,Out: ヌオー / In: バスラオ (WR: 82.00% -> 84.00%)
5,雷_メガライボ_速攻_V6_純正_サブ0枚,0.6000,unchanged
5,炎_メガリザY_安定_V1_安定_サブ2枚,0.7600,Out: テーブルシティ / In: マーマネ (WR: 70.61% -> 76.00%)
5,闘_ルカ_安定_V2_安定_サブ1ピン刺し,0.2400,Out: ガブリアスex / In: 大きなマント (WR: 16.33% -> 24.00%)
5,炎_メガバシャ_再利用_V6_純正_サブ0枚,0.7400,Out: フレイムパッチ / In: メガリザードンYex (WR: 64.00% -> 74.00%)
5,悪_ブラッキ_強制_V6_純正_サブ0枚,0.3000,Out: ゴースト / In: ワルビル (WR: 15.61% -> 30.00%)
5,草_エルフ_加速_V4_グッズ偏重_ピンサブ,0.5200,Out: たての化石 / In: ブリガロン (WR: 37.55% -> 52.00%)
5,超_ルナアーラ_回復_V2_安定_サブ1ピン刺し,0.5000,unchanged
5,炎_メガリザX_速攻_V1_安定_サブ2枚,0.7600,Out: アセロラ / In: はじまりの平原 (WR: 62.35% -> 76.00%)
5,無色_カビゴン_耐久_V2_安定_サブ1ピン刺し,0.6000,Out: たての化石 / In: ベロリンガ (WR: 52.00% -> 60.00%)
5,悪_ブラッキ_強制_V2_安定_サブ1ピン刺し,0.3000,Out: ダークライ / In: ダークライ (WR: 22.45% -> 30.00%)
5,雷_ピカライ_進化_V2_安定_サブ1ピン刺し,0.5800,Out: サンダースex / In: クワガノン (WR: 58.00% -> 58.00%)
5,草_マスカ_妨害_V1_安定_サブ2枚,0.7600,Out: ストライク / In: ボクレー (WR: 44.18% -> 76.00%)
5,炎_メガリザX_速攻_V5_メガピン刺し_サブ1,0.6600,Out: むしよけスプレー / In: マグマッグ (WR: 61.53% -> 66.00%)
