gen,arch,wr,champ_change
1,リザードンex＋ゲッコウガ,0.6217,yes
1,ルギアex＋無色,0.3852,yes
1,ホウオウex＋炎,0.7678,yes
1,ライコウex＋雷,0.4070,yes
1,エンテイex＋炎,0.6496,yes
1,スイクンex＋ビーダル,0.7096,yes
1,ブイズ6種＋イーブイ,0.7504,yes
1,ミロカロスex＋水,0.5296,yes
1,レジアイスex＋鋼,0.1948,yes
1,ドサイドンex＋闘,0.6870,yes
1,カイリューex＋ドラゴン,0.7443,yes
1,ミュウ＋超単純,0.5400,yes
1,ヤミラミex＋のろい,0.5557,yes
1,ガブリアスex＋ドラゴン,0.5557,yes
1,ハピナスex＋無色,0.3678,yes
1,ゲノセクトex＋草,0.6626,yes
1,ゼルネアスex＋フェアリー,0.4365,yes
1,シルヴァディex＋無色,0.4809,yes
1,バンバドロex＋闘,0.5226,yes
1,メガチルタリスex,0.7000,yes
1,フォレトスex＋草,0.5113,yes
1,アーマーガアex＋鋼,0.6591,yes
1,ウーラオスex＋闘,0.6191,yes
1,ザシアンex＋鋼,0.5452,yes
1,ザマゼンタex＋鋼,0.7374,yes
1,ビクティニex＋炎,0.7026,yes
1,タイレーツex＋闘,0.5583,yes
1,イエッサンex＋超,0.6061,yes
1,バドレックスex＋超,0.7443,yes
1,ディアルガex＋鋼,0.6496,yes
1,パルキアex＋水鋼,0.8035,yes
1,ルンパッパex＋草水,0.7800,yes
1,ニンフィアex＋超,0.6670,yes
1,ヨクバリス＋無色,0.5948,yes
1,カイオーガex＋雨乞い,0.7339,yes
1,グラードンex＋闘炎,0.6748,yes
1,レックウザex＋ドラゴン,0.4104,yes
1,デオキスex＋超,0.4313,yes
1,ジラーチ＋願い星,0.5574,yes
1,マナフィ＋水,0.6122,yes
1,シェイミex＋草,0.6409,yes
1,ニャオニクスex＋超,0.4435,yes
1,バシャーモex＋炎闘,0.6548,yes
1,ラティオスex＋ドラゴン,0.7661,yes
1,ラティアスex＋ドラゴン,0.8383,yes
1,ネクロズマex＋超,0.3426,yes
1,ルナアーラex＋超,0.5861,yes
1,ソルガレオex＋鋼超,0.5835,yes
1,マーシャドー＋無色,0.7070,yes
1,ウルトラネクロズマex＋ドラゴン,0.7426,yes
1,ジジーロンex＋ドラゴン,0.8174,yes
1,ドラパルトex＋ドラゴン,0.7148,yes
1,ハバタクカミex＋超悪,0.4539,yes
1,テツノカイナex＋雷,0.5896,yes
1,テツノブジンex＋鋼,0.3774,no
1,サーフゴーex＋鋼,0.7096,yes
1,ディンルーex＋闘,0.7904,yes
1,チオンジュウex＋草超,0.5974,yes
1,イーユイex＋炎,0.6365,yes
1,ミライドンex＋雷,0.6287,yes
1,コライドンex＋闘,0.4017,yes
1,リキキリンex＋無色,0.5270,yes
2,メガライボルトex,0.8365,yes
2,マグネゾーン＋メガマンエクトex,0.5183,yes
2,サンダースex単,0.5861,yes
2,ピカチュウex＋ライチュウ,0.4435,yes
2,ラプラスex＋雷,0.4635,yes
2,メガリザードンX ex,0.6670,no
2,メガリザードンY ex,0.7304,no
2,メガブレイズiken ex,0.6696,no
2,ウインディex＋炎,0.7061,no
2,リザードンex＋カエンジシ,0.6383,no
2,フリーザーex＋カスミ,0.7565,no
2,スイクンex＋ゲッコウガ,0.5243,yes
2,カメックスex,0.6855,no
2,ギャラドスex,0.3504,no
2,ラプラスex単,0.4130,no
2,パルキアex＋水,0.4322,yes
2,フシギバナex＋どく,0.4739,yes
2,メガフシギバナex,0.5287,no
2,エーフィex＋草,0.6730,yes
2,マスカーニャex＋草,0.7122,yes
2,ストライクex＋草,0.6557,yes
2,ミュウツーex＋サーナイト,0.4435,yes
2,ゲンガーex＋ムゲンダイナ,0.6330,yes
2,フーパ＋超,0.3217,yes
2,メガガーデボワールex,0.5670,yes
2,ミュウex＋超,0.4278,yes
2,ソーナンス＋ミュウツー,0.3226,yes
2,サザンドラ＋メガアブソルex,0.3678,yes
2,ヒードランex＋悪,0.4400,yes
2,ムゲンダイナex＋悪,0.3374,yes
2,ブラッキーex＋悪,0.6043,yes
2,イーブイ＋悪進化,0.5617,yes
2,ガラガラ＋化石,0.7409,yes
2,メガルカリオex,0.6652,yes
2,テラキオンex＋闘,0.6548,yes
2,メガロペッコex,0.5078,yes
2,ルカリオex＋闘,0.5357,yes
2,ハガネールex＋鋼壁,0.6026,yes
2,メガシザリガーex,0.5539,yes
2,コバルオンex＋鋼,0.6661,yes
2,メタグロスex＋鋼,0.7783,yes
2,メガアルタリアex,0.7339,yes
2,ギラティナVSTAR,0.3652,yes
2,パルキアex＋ドラゴン,0.5243,yes
2,オノノクス＋ドラゴン,0.7191,yes
2,カビゴン＋無色,0.7391,yes
2,ケンタロスex＋無色,0.5696,yes
2,ミュウツーex＋ゲッコウガ,0.6122,yes
2,メガリザードンex＋マフォクシー,0.5243,yes
2,スイクンex＋カスミ,0.3757,yes
2,ゲッコウガ＋ブラッキーex,0.6783,yes
2,フシギバナex＋ミュウex,0.6017,yes
2,サザンドラ＋ギラティナ,0.5183,yes
2,カメックスex＋カスミ,0.6226,yes
2,リザードンex＋ゲッコウガ,0.6165,yes
2,ルギアex＋無色,0.3887,yes
2,ホウオウex＋炎,0.7487,yes
2,ライコウex＋雷,0.3739,yes
2,エンテイex＋炎,0.6026,yes
2,スイクンex＋ビーダル,0.6791,yes
2,ブイズ6種＋イーブイ,0.7252,yes
2,ミロカロスex＋水,0.5348,yes
2,レジアイスex＋鋼,0.2078,yes
2,ドサイドンex＋闘,0.6861,yes
2,カイリューex＋ドラゴン,0.7026,yes
2,ミュウ＋超単純,0.5339,yes
2,ヤミラミex＋のろい,0.5870,yes
2,ガブリアスex＋ドラゴン,0.5313,yes
2,ハピナスex＋無色,0.3687,yes
2,ゲノセクトex＋草,0.6165,yes
2,ゼルネアスex＋フェアリー,0.4026,yes
2,シルヴァディex＋無色,0.4661,yes
2,バンバドロex＋闘,0.5330,yes
2,メガチルタリスex,0.7252,yes
2,フォレトスex＋草,0.5226,yes
2,アーマーガアex＋鋼,0.7061,yes
2,ウーラオスex＋闘,0.7278,yes
2,ザシアンex＋鋼,0.5530,yes
2,ザマゼンタex＋鋼,0.7226,yes
2,ビクティニex＋炎,0.6774,yes
2,タイレーツex＋闘,0.5722,yes
2,イエッサンex＋超,0.6087,yes
2,バドレックスex＋超,0.7035,yes
2,ディアルガex＋鋼,0.6809,yes
2,パルキアex＋水鋼,0.7171,no
2,ルンパッパex＋草水,0.7913,yes
2,ニンフィアex＋超,0.6922,yes
2,ヨクバリス＋無色,0.6139,yes
2,カイオーガex＋雨乞い,0.6084,no
2,グラードンex＋闘炎,0.6478,yes
2,レックウザex＋ドラゴン,0.3904,yes
2,デオキスex＋超,0.4443,yes
2,ジラーチ＋願い星,0.5270,yes
2,マナフィ＋水,0.5791,yes
2,シェイミex＋草,0.6670,yes
2,ニャオニクスex＋超,0.4557,yes
2,バシャーモex＋炎闘,0.6530,yes
2,ラティオスex＋ドラゴン,0.7443,yes
2,ラティアスex＋ドラゴン,0.8270,yes
2,ネクロズマex＋超,0.3148,yes
2,ルナアーラex＋超,0.5635,yes
2,ソルガレオex＋鋼超,0.5791,yes
2,マーシャドー＋無色,0.7191,yes
2,ウルトラネクロズマex＋ドラゴン,0.7287,yes
2,ジジーロンex＋ドラゴン,0.8130,yes
2,ドラパルトex＋ドラゴン,0.7652,yes
2,ハバタクカミex＋超悪,0.5139,yes
2,テツノカイナex＋雷,0.5904,yes
2,テツノブジンex＋鋼,0.5000,yes
2,サーフゴーex＋鋼,0.7217,yes
2,ディンルーex＋闘,0.7791,yes
2,チオンジュウex＋草超,0.6191,yes
2,イーユイex＋炎,0.6452,yes
2,ミライドンex＋雷,0.6148,yes
2,コライドンex＋闘,0.3713,yes
2,リキキリンex＋無色,0.5861,yes
3,メガライボルトex,0.8272,no
3,マグネゾーン＋メガマンエクトex,0.5157,yes
3,サンダースex単,0.5701,no
3,ピカチュウex＋ライチュウ,0.4600,yes
3,ラプラスex＋雷,0.4687,yes
3,メガリザードンX ex,0.6661,no
3,メガリザードンY ex,0.7400,yes
3,メガブレイズiken ex,0.6817,yes
3,ウインディex＋炎,0.6884,no
3,リザードンex＋カエンジシ,0.6496,yes
3,フリーザーex＋カスミ,0.7470,no
3,スイクンex＋ゲッコウガ,0.5157,yes
3,カメックスex,0.7226,yes
3,ギャラドスex,0.3600,yes
3,ラプラスex単,0.4070,yes
3,パルキアex＋水,0.4539,yes
3,フシギバナex＋どく,0.4904,yes
3,メガフシギバナex,0.5583,yes
3,エーフィex＋草,0.6722,yes
3,マスカーニャex＋草,0.7652,yes
3,ストライクex＋草,0.6730,yes
3,ミュウツーex＋サーナイト,0.4861,yes
3,ゲンガーex＋ムゲンダイナ,0.6417,yes
3,フーパ＋超,0.3226,yes
3,メガガーデボワールex,0.5281,no
3,ミュウex＋超,0.4009,yes
3,ソーナンス＋ミュウツー,0.4226,yes
3,サザンドラ＋メガアブソルex,0.3322,yes
3,ヒードランex＋悪,0.3887,yes
3,ムゲンダイナex＋悪,0.3209,yes
3,ブラッキーex＋悪,0.6035,yes
3,イーブイ＋悪進化,0.5835,yes
3,ガラガラ＋化石,0.7313,yes
3,メガルカリオex,0.6870,yes
3,テラキオンex＋闘,0.6661,yes
3,メガロペッコex,0.4635,yes
3,ルカリオex＋闘,0.5061,yes
3,ハガネールex＋鋼壁,0.5904,yes
3,メガシザリガーex,0.5217,yes
3,コバルオンex＋鋼,0.6139,no
3,メタグロスex＋鋼,0.7652,yes
3,メガアルタリアex,0.7278,yes
3,ギラティナVSTAR,0.3539,yes
3,パルキアex＋ドラゴン,0.5270,yes
3,オノノクス＋ドラゴン,0.6826,yes
3,カビゴン＋無色,0.7304,yes
3,ケンタロスex＋無色,0.5426,yes
3,ミュウツーex＋ゲッコウガ,0.6243,yes
3,メガリザードンex＋マフォクシー,0.5183,yes
3,スイクンex＋カスミ,0.3461,yes
3,ゲッコウガ＋ブラッキーex,0.7261,yes
3,フシギバナex＋ミュウex,0.6913,yes
3,サザンドラ＋ギラティナ,0.6617,yes
3,カメックスex＋カスミ,0.6365,yes
3,リザードンex＋ゲッコウガ,0.5878,yes
3,ルギアex＋無色,0.3870,yes
3,ホウオウex＋炎,0.7922,yes
3,ライコウex＋雷,0.4052,yes
3,エンテイex＋炎,0.6217,yes
3,スイクンex＋ビーダル,0.7348,yes
3,ブイズ6種＋イーブイ,0.7278,yes
3,ミロカロスex＋水,0.5409,yes
3,レジアイスex＋鋼,0.1983,yes
3,ドサイドンex＋闘,0.6330,yes
3,カイリューex＋ドラゴン,0.6287,yes
3,ミュウ＋超単純,0.4957,yes
3,ヤミラミex＋のろい,0.6330,yes
3,ガブリアスex＋ドラゴン,0.5435,yes
3,ハピナスex＋無色,0.3383,yes
3,ゲノセクトex＋草,0.6252,yes
3,ゼルネアスex＋フェアリー,0.4313,yes
3,シルヴァディex＋無色,0.4452,yes
3,バンバドロex＋闘,0.5374,yes
3,メガチルタリスex,0.7670,yes
3,フォレトスex＋草,0.5026,yes
3,アーマーガアex＋鋼,0.6043,yes
3,ウーラオスex＋闘,0.7887,yes
3,ザシアンex＋鋼,0.5252,yes
3,ザマゼンタex＋鋼,0.7000,yes
3,ビクティニex＋炎,0.6104,yes
3,タイレーツex＋闘,0.5548,yes
3,イエッサンex＋超,0.5913,yes
3,バドレックスex＋超,0.7191,yes
3,ディアルガex＋鋼,0.7226,yes
3,パルキアex＋水鋼,0.7678,yes
3,ルンパッパex＋草水,0.7983,yes
3,ニンフィアex＋超,0.6713,yes
3,ヨクバリス＋無色,0.5939,yes
3,カイオーガex＋雨乞い,0.5916,no
3,グラードンex＋闘炎,0.5748,yes
3,レックウザex＋ドラゴン,0.3861,yes
3,デオキスex＋超,0.4704,yes
3,ジラーチ＋願い星,0.5565,yes
3,マナフィ＋水,0.6026,yes
3,シェイミex＋草,0.6391,yes
3,ニャオニクスex＋超,0.3548,yes
3,バシャーモex＋炎闘,0.6809,yes
3,ラティオスex＋ドラゴン,0.7357,yes
3,ラティアスex＋ドラゴン,0.8287,yes
3,ネクロズマex＋超,0.3148,yes
3,ルナアーラex＋超,0.4687,yes
3,ソルガレオex＋鋼超,0.6139,yes
3,マーシャドー＋無色,0.6922,yes
3,ウルトラネクロズマex＋ドラゴン,0.6078,yes
3,ジジーロンex＋ドラゴン,0.8252,yes
3,ドラパルトex＋ドラゴン,0.7183,yes
3,ハバタクカミex＋超悪,0.5287,yes
3,テツノカイナex＋雷,0.5922,yes
3,テツノブジンex＋鋼,0.4991,yes
3,サーフゴーex＋鋼,0.7191,yes
3,ディンルーex＋闘,0.8200,yes
3,チオンジュウex＋草超,0.6096,yes
3,イーユイex＋炎,0.6270,yes
3,ミライドンex＋雷,0.5965,yes
3,コライドンex＋闘,0.4261,yes
3,リキキリンex＋無色,0.4904,yes
4,メガライボルトex,0.8261,yes
4,マグネゾーン＋メガマンエクトex,0.5041,no
4,サンダースex単,0.6122,yes
4,ピカチュウex＋ライチュウ,0.4513,yes
4,ラプラスex＋雷,0.4574,yes
4,メガリザードンX ex,0.6687,yes
4,メガリザードンY ex,0.7307,no
4,メガブレイズiken ex,0.6797,no
4,ウインディex＋炎,0.6896,yes
4,リザードンex＋カエンジシ,0.6504,yes
4,フリーザーex＋カスミ,0.7548,yes
4,スイクンex＋ゲッコウガ,0.5183,yes
4,カメックスex,0.7000,yes
4,ギャラドスex,0.3435,yes
4,ラプラスex単,0.4148,yes
4,パルキアex＋水,0.4800,yes
4,フシギバナex＋どく,0.5139,yes
4,メガフシギバナex,0.5635,yes
4,エーフィex＋草,0.7043,yes
4,マスカーニャex＋草,0.7220,no
4,ストライクex＋草,0.6275,no
4,ミュウツーex＋サーナイト,0.4843,yes
4,ゲンガーex＋ムゲンダイナ,0.6504,yes
4,フーパ＋超,0.3278,yes
4,メガガーデボワールex,0.5557,yes
4,ミュウex＋超,0.4626,yes
4,ソーナンス＋ミュウツー,0.4409,yes
4,サザンドラ＋メガアブソルex,0.3678,yes
4,ヒードランex＋悪,0.4748,yes
4,ムゲンダイナex＋悪,0.3243,yes
4,ブラッキーex＋悪,0.6139,yes
4,イーブイ＋悪進化,0.5261,yes
4,ガラガラ＋化石,0.7017,yes
4,メガルカリオex,0.6930,yes
4,テラキオンex＋闘,0.6774,yes
4,メガロペッコex,0.4757,yes
4,ルカリオex＋闘,0.4974,yes
4,ハガネールex＋鋼壁,0.5878,yes
4,メガシザリガーex,0.5522,yes
4,コバルオンex＋鋼,0.7070,yes
4,メタグロスex＋鋼,0.7264,no
4,メガアルタリアex,0.7487,yes
4,ギラティナVSTAR,0.4000,yes
4,パルキアex＋ドラゴン,0.5200,yes
4,オノノクス＋ドラゴン,0.6583,yes
4,カビゴン＋無色,0.8226,yes
4,ケンタロスex＋無色,0.5330,yes
4,ミュウツーex＋ゲッコウガ,0.5583,yes
4,メガリザードンex＋マフォクシー,0.4957,yes
4,スイクンex＋カスミ,0.2814,no
4,ゲッコウガ＋ブラッキーex,0.7035,yes
4,フシギバナex＋ミュウex,0.6948,yes
4,サザンドラ＋ギラティナ,0.6478,yes
4,カメックスex＋カスミ,0.6374,yes
4,リザードンex＋ゲッコウガ,0.5443,yes
4,ルギアex＋無色,0.4200,yes
4,ホウオウex＋炎,0.7739,yes
4,ライコウex＋雷,0.3809,yes
4,エンテイex＋炎,0.6096,yes
4,スイクンex＋ビーダル,0.7765,yes
4,ブイズ6種＋イーブイ,0.7183,yes
4,ミロカロスex＋水,0.5070,yes
4,レジアイスex＋鋼,0.1957,yes
4,ドサイドンex＋闘,0.6504,yes
4,カイリューex＋ドラゴン,0.5281,no
4,ミュウ＋超単純,0.5357,yes
4,ヤミラミex＋のろい,0.6470,yes
4,ガブリアスex＋ドラゴン,0.5200,yes
4,ハピナスex＋無色,0.4017,yes
4,ゲノセクトex＋草,0.6078,yes
4,ゼルネアスex＋フェアリー,0.5217,yes
4,シルヴァディex＋無色,0.5609,yes
4,バンバドロex＋闘,0.5191,yes
4,メガチルタリスex,0.7287,yes
4,フォレトスex＋草,0.4730,yes
4,アーマーガアex＋鋼,0.6017,yes
4,ウーラオスex＋闘,0.7687,yes
4,ザシアンex＋鋼,0.5687,yes
4,ザマゼンタex＋鋼,0.7409,yes
4,ビクティニex＋炎,0.5330,yes
4,タイレーツex＋闘,0.5496,yes
4,イエッサンex＋超,0.5748,yes
4,バドレックスex＋超,0.6774,yes
4,ディアルガex＋鋼,0.7235,yes
4,パルキアex＋水鋼,0.8070,yes
4,ルンパッパex＋草水,0.8104,yes
4,ニンフィアex＋超,0.6670,yes
4,ヨクバリス＋無色,0.5609,yes
4,カイオーガex＋雨乞い,0.7139,yes
4,グラードンex＋闘炎,0.5948,yes
4,レックウザex＋ドラゴン,0.3809,yes
4,デオキスex＋超,0.5035,yes
4,ジラーチ＋願い星,0.5443,yes
4,マナフィ＋水,0.4493,no
4,シェイミex＋草,0.5339,yes
4,ニャオニクスex＋超,0.3783,yes
4,バシャーモex＋炎闘,0.6957,yes
4,ラティオスex＋ドラゴン,0.6304,yes
4,ラティアスex＋ドラゴン,0.7591,yes
4,ネクロズマex＋超,0.3017,yes
4,ルナアーラex＋超,0.4548,yes
4,ソルガレオex＋鋼超,0.6148,yes
4,マーシャドー＋無色,0.6783,yes
4,ウルトラネクロズマex＋ドラゴン,0.6226,yes
4,ジジーロンex＋ドラゴン,0.8174,yes
4,ドラパルトex＋ドラゴン,0.7339,yes
4,ハバタクカミex＋超悪,0.4783,yes
4,テツノカイナex＋雷,0.5974,yes
4,テツノブジンex＋鋼,0.4991,yes
4,サーフゴーex＋鋼,0.7052,yes
4,ディンルーex＋闘,0.8209,yes
4,チオンジュウex＋草超,0.6426,yes
4,イーユイex＋炎,0.6252,yes
4,ミライドンex＋雷,0.5783,yes
4,コライドンex＋闘,0.4200,yes
4,リキキリンex＋無色,0.4652,yes
5,メガライボルトex,0.8388,no
5,マグネゾーン＋メガマンエクトex,0.5130,yes
5,サンダースex単,0.6017,no
5,ピカチュウex＋ライチュウ,0.4580,no
5,ラプラスex＋雷,0.4826,yes
5,メガリザードンX ex,0.6548,yes
5,メガリザードンY ex,0.8139,yes
5,メガブレイズiken ex,0.6687,yes
5,ウインディex＋炎,0.7896,yes
5,リザードンex＋カエンジシ,0.6423,no
5,フリーザーex＋カスミ,0.7887,yes
5,スイクンex＋ゲッコウガ,0.5113,yes
5,カメックスex,0.7270,yes
5,ギャラドスex,0.3417,yes
5,ラプラスex単,0.3841,no
5,パルキアex＋水,0.4435,yes
5,フシギバナex＋どく,0.4896,yes
5,メガフシギバナex,0.5678,yes
5,エーフィex＋草,0.7243,yes
5,マスカーニャex＋草,0.7835,yes
5,ストライクex＋草,0.6200,yes
5,ミュウツーex＋サーナイト,0.5365,yes
5,ゲンガーex＋ムゲンダイナ,0.6261,no
5,フーパ＋超,0.3278,yes
5,メガガーデボワールex,0.5435,yes
5,ミュウex＋超,0.5617,yes
5,ソーナンス＋ミュウツー,0.4600,yes
5,サザンドラ＋メガアブソルex,0.3809,yes
5,ヒードランex＋悪,0.5617,yes
5,ムゲンダイナex＋悪,0.2870,yes
5,ブラッキーex＋悪,0.5748,yes
5,イーブイ＋悪進化,0.5583,yes
5,ガラガラ＋化石,0.7365,yes
5,メガルカリオex,0.6704,yes
5,テラキオンex＋闘,0.6513,yes
5,メガロペッコex,0.4704,yes
5,ルカリオex＋闘,0.4983,yes
5,ハガネールex＋鋼壁,0.5504,yes
5,メガシザリガーex,0.5504,yes
5,コバルオンex＋鋼,0.6409,no
5,メタグロスex＋鋼,0.8270,yes
5,メガアルタリアex,0.7409,yes
5,ギラティナVSTAR,0.3948,yes
5,パルキアex＋ドラゴン,0.5017,yes
5,オノノクス＋ドラゴン,0.6835,yes
5,カビゴン＋無色,0.7646,no
5,ケンタロスex＋無色,0.5243,yes
5,ミュウツーex＋ゲッコウガ,0.5626,yes
5,メガリザードンex＋マフォクシー,0.5252,yes
5,スイクンex＋カスミ,0.5913,yes
5,ゲッコウガ＋ブラッキーex,0.7339,yes
5,フシギバナex＋ミュウex,0.6809,yes
5,サザンドラ＋ギラティナ,0.7070,yes
5,カメックスex＋カスミ,0.5568,no
5,リザードンex＋ゲッコウガ,0.5696,yes
5,ルギアex＋無色,0.4096,yes
5,ホウオウex＋炎,0.7461,yes
5,ライコウex＋雷,0.3730,yes
5,エンテイex＋炎,0.5974,yes
5,スイクンex＋ビーダル,0.7470,yes
5,ブイズ6種＋イーブイ,0.6757,yes
5,ミロカロスex＋水,0.5574,yes
5,レジアイスex＋鋼,0.2235,yes
5,ドサイドンex＋闘,0.6061,yes
5,カイリューex＋ドラゴン,0.6922,yes
5,ミュウ＋超単純,0.5035,yes
5,ヤミラミex＋のろい,0.6513,yes
5,ガブリアスex＋ドラゴン,0.5713,yes
5,ハピナスex＋無色,0.3696,yes
5,ゲノセクトex＋草,0.6322,yes
5,ゼルネアスex＋フェアリー,0.5113,yes
5,シルヴァディex＋無色,0.6043,yes
5,バンバドロex＋闘,0.5513,yes
5,メガチルタリスex,0.7965,yes
5,フォレトスex＋草,0.4835,yes
5,アーマーガアex＋鋼,0.6565,yes
5,ウーラオスex＋闘,0.7922,yes
5,ザシアンex＋鋼,0.5922,yes
5,ザマゼンタex＋鋼,0.7243,yes
5,ビクティニex＋炎,0.5157,yes
5,タイレーツex＋闘,0.5243,yes
5,イエッサンex＋超,0.5948,yes
5,バドレックスex＋超,0.7313,yes
5,ディアルガex＋鋼,0.7243,yes
5,パルキアex＋水鋼,0.7930,yes
5,ルンパッパex＋草水,0.7757,yes
5,ニンフィアex＋超,0.6609,yes
5,ヨクバリス＋無色,0.5809,yes
5,カイオーガex＋雨乞い,0.6774,yes
5,グラードンex＋闘炎,0.6183,yes
5,レックウザex＋ドラゴン,0.4261,yes
5,デオキスex＋超,0.5061,yes
5,ジラーチ＋願い星,0.5678,yes
5,マナフィ＋水,0.5687,yes
5,シェイミex＋草,0.5443,yes
5,ニャオニクスex＋超,0.4174,yes
5,バシャーモex＋炎闘,0.7130,yes
5,ラティオスex＋ドラゴン,0.6226,yes
5,ラティアスex＋ドラゴン,0.6974,yes
5,ネクロズマex＋超,0.2843,yes
5,ルナアーラex＋超,0.4661,yes
5,ソルガレオex＋鋼超,0.6026,yes
5,マーシャドー＋無色,0.7130,yes
5,ウルトラネクロズマex＋ドラゴン,0.5887,yes
5,ジジーロンex＋ドラゴン,0.8139,yes
5,ドラパルトex＋ドラゴン,0.6174,yes
5,ハバタクカミex＋超悪,0.4426,yes
5,テツノカイナex＋雷,0.6070,yes
5,テツノブジンex＋鋼,0.4991,yes
5,サーフゴーex＋鋼,0.7209,yes
5,ディンルーex＋闘,0.8217,yes
5,チオンジュウex＋草超,0.6348,yes
5,イーユイex＋炎,0.6383,yes
5,ミライドンex＋雷,0.5765,yes
5,コライドンex＋闘,0.4339,yes
5,リキキリンex＋無色,0.4296,yes
6,メガライボルトex,0.8400,yes
6,マグネゾーン＋メガマンエクトex,0.4913,no
6,サンダースex単,0.6052,yes
6,ピカチュウex＋ライチュウ,0.4394,no
6,ラプラスex＋雷,0.6426,yes
6,メガリザードンX ex,0.6148,yes
6,メガリザードンY ex,0.8130,yes
6,メガブレイズiken ex,0.6374,yes
6,ウインディex＋炎,0.7751,no
6,リザードンex＋カエンジシ,0.6209,yes
6,フリーザーex＋カスミ,0.7649,no
6,スイクンex＋ゲッコウガ,0.4852,no
6,カメックスex,0.6843,yes
6,ギャラドスex,0.3409,yes
6,ラプラスex単,0.4087,yes
6,パルキアex＋水,0.4252,yes
6,フシギバナex＋どく,0.4765,yes
6,メガフシギバナex,0.5565,yes
6,エーフィex＋草,0.6786,no
6,マスカーニャex＋草,0.7583,yes
6,ストライクex＋草,0.6400,yes
6,ミュウツーex＋サーナイト,0.5122,yes
6,ゲンガーex＋ムゲンダイナ,0.6478,yes
6,フーパ＋超,0.3000,yes
6,メガガーデボワールex,0.6417,yes
6,ミュウex＋超,0.5313,yes
6,ソーナンス＋ミュウツー,0.5704,yes
6,サザンドラ＋メガアブソルex,0.3696,yes
6,ヒードランex＋悪,0.5852,yes
6,ムゲンダイナex＋悪,0.2965,yes
6,ブラッキーex＋悪,0.6243,yes
6,イーブイ＋悪進化,0.5339,yes
6,ガラガラ＋化石,0.6713,yes
6,メガルカリオex,0.6913,yes
6,テラキオンex＋闘,0.6426,yes
6,メガロペッコex,0.4322,yes
6,ルカリオex＋闘,0.5026,yes
6,ハガネールex＋鋼壁,0.5304,yes
6,メガシザリガーex,0.4852,no
6,コバルオンex＋鋼,0.6930,yes
6,メタグロスex＋鋼,0.8078,yes
6,メガアルタリアex,0.7000,yes
6,ギラティナVSTAR,0.3783,yes
6,パルキアex＋ドラゴン,0.5304,yes
6,オノノクス＋ドラゴン,0.6800,yes
6,カビゴン＋無色,0.8330,yes
6,ケンタロスex＋無色,0.5148,yes
6,ミュウツーex＋ゲッコウガ,0.5148,yes
6,メガリザードンex＋マフォクシー,0.5226,yes
6,スイクンex＋カスミ,0.5722,yes
6,ゲッコウガ＋ブラッキーex,0.6487,no
6,フシギバナex＋ミュウex,0.5991,no
6,サザンドラ＋ギラティナ,0.6809,yes
6,カメックスex＋カスミ,0.6304,yes
6,リザードンex＋ゲッコウガ,0.5713,yes
6,ルギアex＋無色,0.3374,no
6,ホウオウex＋炎,0.7183,yes
6,ライコウex＋雷,0.3357,yes
