gen,arch,wr,champ_change
7,ハガネールex＋鋼壁,0.7143,yes
8,メガライボルトex,0.3143,no
8,ミュウツーex＋サーナイト,0.7143,yes
8,フリーザーex＋カスミ,0.4286,yes
8,ガラガラ＋化石,0.5143,yes
8,フシギバナex＋どく,0.7286,yes
8,サザンドラ＋メガアブソル,0.5429,yes
8,メガリザードンex,0.7143,yes
8,ハガネールex＋鋼壁,0.7714,yes
9,メガライボルトex,0.3762,no
9,ミュウツーex＋サーナイト,0.7143,yes
9,フリーザーex＋カスミ,0.3857,yes
9,ガラガラ＋化石,0.5857,yes
9,フシギバナex＋どく,0.7857,yes
9,サザンドラ＋メガアブソル,0.5429,yes
9,メガリザードンex,0.7857,yes
9,ハガネールex＋鋼壁,0.7429,yes
10,メガライボルトex,0.5000,yes
10,ミュウツーex＋サーナイト,0.7143,yes
10,フリーザーex＋カスミ,0.3286,yes
10,ガラガラ＋化石,0.5667,no
10,フシギバナex＋どく,0.6714,yes
10,サザンドラ＋メガアブソル,0.7000,yes
10,メガリザードンex,0.7857,yes
10,ハガネールex＋鋼壁,0.6714,yes
11,メガライボルトex,0.5286,yes
11,ミュウツーex＋サーナイト,0.6286,yes
11,フリーザーex＋カスミ,0.3429,yes
11,ガラガラ＋化石,0.4571,yes
11,フシギバナex＋どく,0.6429,yes
11,サザンドラ＋メガアブソル,0.5429,yes
11,メガリザードンex,0.7857,yes
11,ハガネールex＋鋼壁,0.6143,yes
12,メガライボルトex,0.5857,yes
12,ミュウツーex＋サーナイト,0.7286,yes
12,フリーザーex＋カスミ,0.3429,yes
12,ガラガラ＋化石,0.4429,yes
12,フシギバナex＋どく,0.7571,yes
12,サザンドラ＋メガアブソル,0.5286,yes
12,メガリザードンex,0.8000,yes
12,ハガネールex＋鋼壁,0.7143,yes
13,メガライボルトex,0.4952,no
13,ミュウツーex＋サーナイト,0.6476,no
13,フリーザーex＋カスミ,0.3810,no
13,ガラガラ＋化石,0.4571,yes
13,フシギバナex＋どく,0.8000,yes
13,サザンドラ＋メガアブソル,0.5143,yes
13,メガリザードンex,0.7857,yes
13,ハガネールex＋鋼壁,0.7857,yes
14,メガライボルトex,0.5714,yes
14,ミュウツーex＋サーナイト,0.6810,no
14,フリーザーex＋カスミ,0.4571,yes
14,ガラガラ＋化石,0.3762,no
14,フシギバナex＋どく,0.6857,yes
14,サザンドラ＋メガアブソル,0.6143,yes
14,メガリザードンex,0.7857,yes
14,ハガネールex＋鋼壁,0.6571,yes
15,メガライボルトex,0.5667,no
15,ミュウツーex＋サーナイト,0.6571,yes
15,フリーザーex＋カスミ,0.4857,yes
15,ガラガラ＋化石,0.5000,yes
15,フシギバナex＋どく,0.7286,yes
15,サザンドラ＋メガアブソル,0.5286,yes
15,メガリザードンex,0.8000,yes
15,ハガネールex＋鋼壁,0.6429,yes
16,メガライボルトex,0.4857,no
16,ミュウツーex＋サーナイト,0.6095,no
16,フリーザーex＋カスミ,0.5333,no
16,ガラガラ＋化石,0.4857,yes
16,フシギバナex＋どく,0.6143,yes
16,サザンドラ＋メガアブソル,0.5714,yes
16,メガリザードンex,0.7238,no
16,ハガネールex＋鋼壁,0.6857,yes
17,メガライボルトex,0.5429,yes
17,ミュウツーex＋サーナイト,0.6286,yes
17,フリーザーex＋カスミ,0.5857,yes
17,ガラガラ＋化石,0.5286,yes
17,フシギバナex＋どく,0.8000,yes
17,サザンドラ＋メガアブソル,0.5857,yes
17,メガリザードンex,0.6857,yes
17,ハガネールex＋鋼壁,0.6286,yes
18,メガライボルトex,0.4714,yes
18,ミュウツーex＋サーナイト,0.6619,no
18,フリーザーex＋カスミ,0.5286,yes
18,ガラガラ＋化石,0.4857,yes
18,フシギバナex＋どく,0.7286,yes
18,サザンドラ＋メガアブソル,0.5429,yes
18,メガリザードンex,0.6714,yes
18,ハガネールex＋鋼壁,0.5429,yes
19,メガライボルトex,0.5143,yes
19,ミュウツーex＋サーナイト,0.5857,yes
19,フリーザーex＋カスミ,0.6857,yes
19,ガラガラ＋化石,0.4143,yes
19,フシギバナex＋どく,0.6714,yes
19,サザンドラ＋メガアブソル,0.4857,yes
19,メガリザードンex,0.8000,yes
19,ハガネールex＋鋼壁,0.5143,yes
20,メガライボルトex,0.4476,no
20,ミュウツーex＋サーナイト,0.6286,no
20,フリーザーex＋カスミ,0.7143,yes
20,ガラガラ＋化石,0.3857,yes
20,フシギバナex＋どく,0.6429,yes
20,サザンドラ＋メガアブソル,0.4571,yes
20,メガリザードンex,0.7429,yes
20,ハガネールex＋鋼壁,0.4857,yes
21,メガライボルトex,0.4000,yes
21,ミュウツーex＋サーナイト,0.6000,yes
21,フリーザーex＋カスミ,0.7095,no
21,ガラガラ＋化石,0.3524,no
21,フシギバナex＋どく,0.5714,yes
21,サザンドラ＋メガアブソル,0.4714,yes
21,メガリザードンex,0.7000,no
21,ハガネールex＋鋼壁,0.6000,yes
22,メガライボルトex,0.4238,no
22,ミュウツーex＋サーナイト,0.6143,yes
22,フリーザーex＋カスミ,0.7286,yes
22,ガラガラ＋化石,0.4429,yes
22,フシギバナex＋どく,0.6143,yes
22,サザンドラ＋メガアブソル,0.5857,yes
22,メガリザードンex,0.7714,yes
22,ハガネールex＋鋼壁,0.5857,yes
23,メガライボルトex,0.4143,yes
23,ミュウツーex＋サーナイト,0.6095,no
23,フリーザーex＋カスミ,0.7286,yes
23,ガラガラ＋化石,0.4857,yes
23,フシギバナex＋どく,0.6286,yes
23,サザンドラ＋メガアブソル,0.5429,yes
23,メガリザードンex,0.7714,yes
23,ハガネールex＋鋼壁,0.5429,yes
24,メガライボルトex,0.3905,no
24,ミュウツーex＋サーナイト,0.6619,no
24,フリーザーex＋カスミ,0.7762,no
24,ガラガラ＋化石,0.3857,yes
24,フシギバナex＋どく,0.5857,yes
24,サザンドラ＋メガアブソル,0.4000,yes
24,メガリザードンex,0.8286,yes
24,ハガネールex＋鋼壁,0.5857,yes
25,メガライボルトex,0.4714,yes
25,ミュウツーex＋サーナイト,0.7429,yes
25,フリーザーex＋カスミ,0.7714,yes
25,ガラガラ＋化石,0.3857,yes
25,フシギバナex＋どく,0.6429,yes
25,サザンドラ＋メガアブソル,0.3857,yes
25,メガリザードンex,0.7714,yes
25,ハガネールex＋鋼壁,0.5000,yes
26,メガライボルトex,0.4286,no
26,ミュウツーex＋サーナイト,0.7143,no
26,フリーザーex＋カスミ,0.7429,yes
26,ガラガラ＋化石,0.4571,yes
26,フシギバナex＋どく,0.6000,yes
26,サザンドラ＋メガアブソル,0.4000,yes
26,メガリザードンex,0.8000,yes
26,ハガネールex＋鋼壁,0.6429,yes
27,メガライボルトex,0.4429,no
27,ミュウツーex＋サーナイト,0.6905,no
27,フリーザーex＋カスミ,0.7381,no
27,ガラガラ＋化石,0.4429,yes
27,フシギバナex＋どく,0.6286,yes
27,サザンドラ＋メガアブソル,0.3857,yes
27,メガリザードンex,0.8571,yes
27,ハガネールex＋鋼壁,0.5857,yes
28,メガライボルトex,0.4952,no
28,ミュウツーex＋サーナイト,0.6762,no
28,フリーザーex＋カスミ,0.7857,yes
28,ガラガラ＋化石,0.4000,yes
28,フシギバナex＋どく,0.5571,yes
28,サザンドラ＋メガアブソル,0.3714,yes
28,メガリザードンex,0.7857,yes
28,ハガネールex＋鋼壁,0.5000,yes
29,メガライボルトex,0.5095,no
29,ミュウツーex＋サーナイト,0.6857,yes
29,フリーザーex＋カスミ,0.8571,yes
29,ガラガラ＋化石,0.5143,yes
29,フシギバナex＋どく,0.4429,yes
29,サザンドラ＋メガアブソル,0.3571,yes
29,メガリザードンex,0.7000,yes
29,ハガネールex＋鋼壁,0.5714,yes
30,メガライボルトex,0.4190,no
30,ミュウツーex＋サーナイト,0.6143,yes
30,フリーザーex＋カスミ,0.8381,no
30,ガラガラ＋化石,0.4714,yes
30,フシギバナex＋どく,0.6143,yes
30,サザンドラ＋メガアブソル,0.4714,yes
30,メガリザードンex,0.7286,yes
30,ハガネールex＋鋼壁,0.5857,yes
31,メガライボルトex,0.4381,no
31,ミュウツーex＋サーナイト,0.7143,yes
31,フリーザーex＋カスミ,0.8095,no
31,ガラガラ＋化石,0.5429,yes
31,フシギバナex＋どく,0.6286,yes
31,サザンドラ＋メガアブソル,0.4143,yes
31,メガリザードンex,0.7714,yes
31,ハガネールex＋鋼壁,0.5000,yes
32,メガライボルトex,0.4714,no
32,ミュウツーex＋サーナイト,0.6714,yes
32,フリーザーex＋カスミ,0.7857,yes
32,ガラガラ＋化石,0.4571,yes
32,フシギバナex＋どく,0.7286,yes
32,サザンドラ＋メガアブソル,0.4286,yes
32,メガリザードンex,0.7286,yes
32,ハガネールex＋鋼壁,0.6714,yes
33,メガライボルトex,0.4143,no
33,ミュウツーex＋サーナイト,0.6429,yes
33,フリーザーex＋カスミ,0.8095,no
33,ガラガラ＋化石,0.6000,yes
33,フシギバナex＋どく,0.6571,yes
33,サザンドラ＋メガアブソル,0.4571,yes
33,メガリザードンex,0.6857,yes
33,ハガネールex＋鋼壁,0.7714,yes
34,メガライボルトex,0.4048,no
34,ミュウツーex＋サーナイト,0.6190,no
34,フリーザーex＋カスミ,0.8000,no
34,ガラガラ＋化石,0.4286,yes
34,フシギバナex＋どく,0.5714,yes
34,サザンドラ＋メガアブソル,0.5000,yes
34,メガリザードンex,0.6571,yes
34,ハガネールex＋鋼壁,0.6857,yes
35,メガライボルトex,0.4667,no
35,ミュウツーex＋サーナイト,0.6476,no
35,フリーザーex＋カスミ,0.8143,yes
35,ガラガラ＋化石,0.4286,yes
35,フシギバナex＋どく,0.4714,yes
35,サザンドラ＋メガアブソル,0.4571,yes
35,メガリザードンex,0.7286,yes
35,ハガネールex＋鋼壁,0.8143,yes
36,メガライボルトex,0.4000,yes
36,ミュウツーex＋サーナイト,0.6143,yes
36,フリーザーex＋カスミ,0.8286,yes
36,ガラガラ＋化石,0.4857,yes
36,フシギバナex＋どく,0.5714,yes
36,サザンドラ＋メガアブソル,0.4571,yes
36,メガリザードンex,0.7714,yes
36,ハガネールex＋鋼壁,0.7714,yes
37,メガライボルトex,0.4429,yes
37,ミュウツーex＋サーナイト,0.6571,yes
37,フリーザーex＋カスミ,0.7571,yes
37,ガラガラ＋化石,0.4857,yes
37,フシギバナex＋どく,0.4571,yes
37,サザンドラ＋メガアブソル,0.5286,yes
37,メガリザードンex,0.7000,yes
37,ハガネールex＋鋼壁,0.7857,yes
38,メガライボルトex,0.5143,yes
38,ミュウツーex＋サーナイト,0.5952,no
38,フリーザーex＋カスミ,0.7143,no
38,ガラガラ＋化石,0.4286,yes
38,フシギバナex＋どく,0.4857,yes
38,サザンドラ＋メガアブソル,0.4286,yes
38,メガリザードンex,0.6714,yes
38,ハガネールex＋鋼壁,0.7857,yes
39,メガライボルトex,0.4286,yes
39,ミュウツーex＋サーナイト,0.6286,yes
39,フリーザーex＋カスミ,0.7619,no
39,ガラガラ＋化石,0.5571,yes
39,フシギバナex＋どく,0.5571,yes
39,サザンドラ＋メガアブソル,0.6143,yes
39,メガリザードンex,0.6571,yes
39,ハガネールex＋鋼壁,0.7714,yes
40,メガライボルトex,0.4286,yes
40,ミュウツーex＋サーナイト,0.5714,no
40,フリーザーex＋カスミ,0.7857,yes
40,ガラガラ＋化石,0.5000,yes
40,フシギバナex＋どく,0.5143,yes
40,サザンドラ＋メガアブソル,0.6429,yes
40,メガリザードンex,0.6714,yes
40,ハガネールex＋鋼壁,0.7143,yes
41,メガライボルトex,0.4857,yes
41,ミュウツーex＋サーナイト,0.5619,no
41,フリーザーex＋カスミ,0.7857,yes
41,ガラガラ＋化石,0.4571,yes
41,フシギバナex＋どく,0.4857,yes
41,サザンドラ＋メガアブソル,0.5429,yes
41,メガリザードンex,0.6000,yes
41,ハガネールex＋鋼壁,0.8286,yes
42,メガライボルトex,0.4000,yes
42,ミュウツーex＋サーナイト,0.5714,no
42,フリーザーex＋カスミ,0.8714,yes
42,ガラガラ＋化石,0.4143,yes
42,フシギバナex＋どく,0.5286,yes
42,サザンドラ＋メガアブソル,0.6714,yes
42,メガリザードンex,0.4429,yes
42,ハガネールex＋鋼壁,0.8143,yes
43,メガライボルトex,0.3762,no
43,ミュウツーex＋サーナイト,0.5143,no
43,フリーザーex＋カスミ,0.8286,yes
43,ガラガラ＋化石,0.4286,yes
43,フシギバナex＋どく,0.4286,yes
43,サザンドラ＋メガアブソル,0.6429,yes
43,メガリザードンex,0.4714,yes
43,ハガネールex＋鋼壁,0.6190,no
44,メガライボルトex,0.4429,yes
44,ミュウツーex＋サーナイト,0.5571,yes
44,フリーザーex＋カスミ,0.7333,no
44,ガラガラ＋化石,0.4429,yes
44,フシギバナex＋どく,0.4857,yes
44,サザンドラ＋メガアブソル,0.6571,yes
44,メガリザードンex,0.4857,yes
44,ハガネールex＋鋼壁,0.7143,yes
45,メガライボルトex,0.4143,yes
45,ミュウツーex＋サーナイト,0.5714,yes
45,フリーザーex＋カスミ,0.7714,yes
45,ガラガラ＋化石,0.4000,yes
45,フシギバナex＋どく,0.5143,yes
45,サザンドラ＋メガアブソル,0.6143,yes
45,メガリザードンex,0.6143,yes
45,ハガネールex＋鋼壁,0.8714,yes
46,メガライボルトex,0.4000,no
46,ミュウツーex＋サーナイト,0.5429,yes
46,フリーザーex＋カスミ,0.7667,no
46,ガラガラ＋化石,0.3714,yes
46,フシギバナex＋どく,0.4143,yes
46,サザンドラ＋メガアブソル,0.5714,yes
46,メガリザードンex,0.6000,yes
46,ハガネールex＋鋼壁,0.7143,yes
47,メガライボルトex,0.3810,no
47,ミュウツーex＋サーナイト,0.6000,yes
47,フリーザーex＋カスミ,0.8000,yes
47,ガラガラ＋化石,0.3714,yes
47,フシギバナex＋どく,0.6143,yes
47,サザンドラ＋メガアブソル,0.4000,yes
47,メガリザードンex,0.5857,yes
47,ハガネールex＋鋼壁,0.6714,yes
48,メガライボルトex,0.3810,no
48,ミュウツーex＋サーナイト,0.6286,yes
48,フリーザーex＋カスミ,0.8000,yes
48,ガラガラ＋化石,0.3857,yes
48,フシギバナex＋どく,0.5857,yes
48,サザンドラ＋メガアブソル,0.5143,yes
48,メガリザードンex,0.6286,yes
48,ハガネールex＋鋼壁,0.7714,yes
49,メガライボルトex,0.4857,yes
49,ミュウツーex＋サーナイト,0.6000,yes
49,フリーザーex＋カスミ,0.8286,yes
49,ガラガラ＋化石,0.3286,yes
49,フシギバナex＋どく,0.6286,yes
49,サザンドラ＋メガアブソル,0.5429,yes
49,メガリザードンex,0.7286,yes
49,ハガネールex＋鋼壁,0.7429,yes
50,メガライボルトex,0.3762,no
50,ミュウツーex＋サーナイト,0.6714,yes
50,フリーザーex＋カスミ,0.7667,no
50,ガラガラ＋化石,0.4000,yes
50,フシギバナex＋どく,0.5714,yes
50,サザンドラ＋メガアブソル,0.4571,yes
50,メガリザードンex,0.7714,yes
50,ハガネールex＋鋼壁,0.7143,yes
51,メガライボルトex,0.3571,no
51,ミュウツーex＋サーナイト,0.7143,yes
51,フリーザーex＋カスミ,0.8286,yes
51,ガラガラ＋化石,0.3857,yes
51,フシギバナex＋どく,0.5143,yes
51,サザンドラ＋メガアブソル,0.4000,yes
51,メガリザードンex,0.5000,yes
51,ハガネールex＋鋼壁,0.6429,yes
52,メガライボルトex,0.4619,no
52,ミュウツーex＋サーナイト,0.6333,no
52,フリーザーex＋カスミ,0.7905,no
52,ガラガラ＋化石,0.5000,yes
52,フシギバナex＋どく,0.6571,yes
52,サザンドラ＋メガアブソル,0.6429,yes
52,メガリザードンex,0.5000,yes
52,ハガネールex＋鋼壁,0.6571,yes
53,メガライボルトex,0.4048,no
53,ミュウツーex＋サーナイト,0.6762,no
53,フリーザーex＋カスミ,0.7286,no
53,ガラガラ＋化石,0.3857,yes
53,フシギバナex＋どく,0.6143,yes
53,サザンドラ＋メガアブソル,0.7143,yes
53,メガリザードンex,0.4857,yes
53,ハガネールex＋鋼壁,0.6857,yes
54,メガライボルトex,0.4286,no
54,ミュウツーex＋サーナイト,0.6714,yes
54,フリーザーex＋カスミ,0.7333,no
54,ガラガラ＋化石,0.3429,yes
54,フシギバナex＋どく,0.5286,yes
54,サザンドラ＋メガアブソル,0.6143,yes
54,メガリザードンex,0.6000,yes
54,ハガネールex＋鋼壁,0.6429,yes
55,メガライボルトex,0.3667,no
55,ミュウツーex＋サーナイト,0.6476,no
55,フリーザーex＋カスミ,0.8429,yes
55,ガラガラ＋化石,0.3524,no
55,フシギバナex＋どく,0.5429,yes
55,サザンドラ＋メガアブソル,0.5429,yes
55,メガリザードンex,0.6143,yes
55,ハガネールex＋鋼壁,0.6714,yes
56,メガライボルトex,0.4429,yes
56,ミュウツーex＋サーナイト,0.7714,yes
56,フリーザーex＋カスミ,0.7286,yes
56,ガラガラ＋化石,0.3238,no
56,フシギバナex＋どく,0.6000,yes
56,サザンドラ＋メガアブソル,0.7143,yes
56,メガリザードンex,0.6143,yes
56,ハガネールex＋鋼壁,0.6571,yes
57,メガライボルトex,0.3905,no
57,ミュウツーex＋サーナイト,0.7000,yes
57,フリーザーex＋カスミ,0.8286,yes
57,ガラガラ＋化石,0.4000,yes
57,フシギバナex＋どく,0.6000,yes
57,サザンドラ＋メガアブソル,0.6429,yes
57,メガリザードンex,0.6429,yes
57,ハガネールex＋鋼壁,0.5286,yes
58,メガライボルトex,0.3524,no
58,ミュウツーex＋サーナイト,0.7190,no
58,フリーザーex＋カスミ,0.7857,yes
58,ガラガラ＋化石,0.5143,yes
58,フシギバナex＋どく,0.6000,yes
58,サザンドラ＋メガアブソル,0.6429,yes
58,メガリザードンex,0.6000,yes
58,ハガネールex＋鋼壁,0.5571,yes
59,メガライボルトex,0.4143,yes
59,ミュウツーex＋サーナイト,0.6429,yes
59,フリーザーex＋カスミ,0.6857,yes
59,ガラガラ＋化石,0.4286,yes
59,フシギバナex＋どく,0.6143,yes
59,サザンドラ＋メガアブソル,0.5810,no
59,メガリザードンex,0.5286,yes
59,ハガネールex＋鋼壁,0.6143,yes
60,メガライボルトex,0.5857,yes
60,ミュウツーex＋サーナイト,0.6571,no
60,フリーザーex＋カスミ,0.6476,no
60,ガラガラ＋化石,0.3905,no
60,フシギバナex＋どく,0.5286,yes
60,サザンドラ＋メガアブソル,0.6429,yes
60,メガリザードンex,0.6000,yes
60,ハガネールex＋鋼壁,0.6714,yes
61,メガライボルトex,0.5571,yes
61,ミュウツーex＋サーナイト,0.6095,no
61,フリーザーex＋カスミ,0.7429,yes
61,ガラガラ＋化石,0.3714,yes
61,フシギバナex＋どく,0.6571,yes
61,サザンドラ＋メガアブソル,0.7429,yes
61,メガリザードンex,0.5000,yes
61,ハガネールex＋鋼壁,0.5857,yes
62,メガライボルトex,0.6000,yes
62,ミュウツーex＋サーナイト,0.6429,yes
62,フリーザーex＋カスミ,0.6429,yes
62,ガラガラ＋化石,0.3095,no
62,フシギバナex＋どく,0.4619,no
62,サザンドラ＋メガアブソル,0.6619,no
62,メガリザードンex,0.4857,yes
62,ハガネールex＋鋼壁,0.5714,yes
63,メガライボルトex,0.6286,yes
63,ミュウツーex＋サーナイト,0.5667,no
63,フリーザーex＋カスミ,0.7000,yes
63,ガラガラ＋化石,0.4143,yes
63,フシギバナex＋どく,0.5000,yes
63,サザンドラ＋メガアブソル,0.6857,yes
63,メガリザードンex,0.4571,yes
63,ハガネールex＋鋼壁,0.5857,yes
64,メガライボルトex,0.5476,no
64,ミュウツーex＋サーナイト,0.6857,no
64,フリーザーex＋カスミ,0.5667,no
64,ガラガラ＋化石,0.3952,no
64,フシギバナex＋どく,0.4048,no
64,サザンドラ＋メガアブソル,0.6714,yes
64,メガリザードンex,0.5000,yes
64,ハガネールex＋鋼壁,0.6429,yes
65,メガライボルトex,0.6429,yes
65,ミュウツーex＋サーナイト,0.6619,no
65,フリーザーex＋カスミ,0.6000,yes
65,ガラガラ＋化石,0.4571,yes
65,フシギバナex＋どく,0.5571,yes
65,サザンドラ＋メガアブソル,0.6429,no
65,メガリザードンex,0.5429,yes
65,ハガネールex＋鋼壁,0.5714,yes
66,メガライボルトex,0.5810,no
66,ミュウツーex＋サーナイト,0.6857,yes
66,フリーザーex＋カスミ,0.6048,no
66,ガラガラ＋化石,0.5143,yes
66,フシギバナex＋どく,0.5143,yes
66,サザンドラ＋メガアブソル,0.7429,yes
66,メガリザードンex,0.5571,yes
66,ハガネールex＋鋼壁,0.5000,yes
67,メガライボルトex,0.5714,no
67,ミュウツーex＋サーナイト,0.5571,no
67,フリーザーex＋カスミ,0.6429,yes
67,ガラガラ＋化石,0.4857,yes
67,フシギバナex＋どく,0.5143,yes
67,サザンドラ＋メガアブソル,0.8571,yes
67,メガリザードンex,0.4571,yes
67,ハガネールex＋鋼壁,0.5714,yes
68,メガライボルトex,0.5429,no
68,ミュウツーex＋サーナイト,0.5476,no
68,フリーザーex＋カスミ,0.6429,yes
68,ガラガラ＋化石,0.6857,yes
68,フシギバナex＋どく,0.4571,yes
68,サザンドラ＋メガアブソル,0.6143,yes
68,メガリザードンex,0.5714,yes
68,ハガネールex＋鋼壁,0.5857,yes
69,メガライボルトex,0.5810,no
69,ミュウツーex＋サーナイト,0.6000,yes
69,フリーザーex＋カスミ,0.5619,no
69,ガラガラ＋化石,0.5857,yes
69,フシギバナex＋どく,0.4571,yes
69,サザンドラ＋メガアブソル,0.8000,yes
69,メガリザードンex,0.5429,yes
69,ハガネールex＋鋼壁,0.6429,yes
70,メガライボルトex,0.6000,yes
70,ミュウツーex＋サーナイト,0.6190,no
70,フリーザーex＋カスミ,0.6429,yes
70,ガラガラ＋化石,0.4238,no
70,フシギバナex＋どく,0.4429,yes
70,サザンドラ＋メガアブソル,0.7429,yes
70,メガリザードンex,0.5143,yes
70,ハガネールex＋鋼壁,0.6143,yes
71,メガライボルトex,0.5048,no
71,ミュウツーex＋サーナイト,0.4952,no
71,フリーザーex＋カスミ,0.6143,yes
71,ガラガラ＋化石,0.5714,yes
71,フシギバナex＋どく,0.6000,yes
71,サザンドラ＋メガアブソル,0.7571,yes
71,メガリザードンex,0.5143,yes
71,ハガネールex＋鋼壁,0.6714,yes
72,メガライボルトex,0.6000,yes
72,ミュウツーex＋サーナイト,0.5857,yes
72,フリーザーex＋カスミ,0.6857,yes
72,ガラガラ＋化石,0.5286,yes
72,フシギバナex＋どく,0.3905,no
72,サザンドラ＋メガアブソル,0.7571,yes
72,メガリザードンex,0.4143,yes
72,ハガネールex＋鋼壁,0.7429,yes
73,メガライボルトex,0.4714,no
73,ミュウツーex＋サーナイト,0.5286,no
73,フリーザーex＋カスミ,0.6000,yes
73,ガラガラ＋化石,0.5286,yes
73,フシギバナex＋どく,0.5286,yes
73,サザンドラ＋メガアブソル,0.8286,yes
73,メガリザードンex,0.4143,yes
73,ハガネールex＋鋼壁,0.5905,no
74,メガライボルトex,0.4905,no
74,ミュウツーex＋サーナイト,0.6286,yes
74,フリーザーex＋カスミ,0.4762,no
74,ガラガラ＋化石,0.5286,yes
74,フシギバナex＋どく,0.4857,yes
74,サザンドラ＋メガアブソル,0.8143,yes
74,メガリザードンex,0.4429,yes
74,ハガネールex＋鋼壁,0.5857,yes
75,メガライボルトex,0.5333,no
75,ミュウツーex＋サーナイト,0.5619,no
75,フリーザーex＋カスミ,0.5714,yes
75,ガラガラ＋化石,0.4571,yes
75,フシギバナex＋どく,0.4857,yes
75,サザンドラ＋メガアブソル,0.7286,yes
75,メガリザードンex,0.5429,yes
75,ハガネールex＋鋼壁,0.7429,yes
76,メガライボルトex,0.5857,yes
76,ミュウツーex＋サーナイト,0.5476,no
76,フリーザーex＋カスミ,0.5429,yes
76,ガラガラ＋化石,0.4429,yes
76,フシギバナex＋どく,0.5857,yes
76,サザンドラ＋メガアブソル,0.9286,yes
76,メガリザードンex,0.5286,yes
76,ハガネールex＋鋼壁,0.6429,yes
77,メガライボルトex,0.5333,no
77,ミュウツーex＋サーナイト,0.5429,yes
77,フリーザーex＋カスミ,0.4905,no
77,ガラガラ＋化石,0.5571,yes
77,フシギバナex＋どく,0.4857,yes
77,サザンドラ＋メガアブソル,0.8000,yes
77,メガリザードンex,0.4571,yes
77,ハガネールex＋鋼壁,0.5333,no
78,メガライボルトex,0.6000,yes
78,ミュウツーex＋サーナイト,0.5000,yes
78,フリーザーex＋カスミ,0.6571,yes
78,ガラガラ＋化石,0.3524,no
78,フシギバナex＋どく,0.5857,yes
78,サザンドラ＋メガアブソル,0.8143,yes
78,メガリザードンex,0.5000,yes
78,ハガネールex＋鋼壁,0.7143,yes
79,メガライボルトex,0.5286,yes
79,ミュウツーex＋サーナイト,0.4857,no
79,フリーザーex＋カスミ,0.5619,no
79,ガラガラ＋化石,0.5000,yes
79,フシギバナex＋どく,0.5429,yes
79,サザンドラ＋メガアブソル,0.7857,no
79,メガリザードンex,0.4857,yes
79,ハガネールex＋鋼壁,0.6857,yes
80,メガライボルトex,0.5714,yes
80,ミュウツーex＋サーナイト,0.4857,yes
80,フリーザーex＋カスミ,0.5857,yes
80,ガラガラ＋化石,0.6000,yes
80,フシギバナex＋どく,0.5857,yes
80,サザンドラ＋メガアブソル,0.9000,yes
80,メガリザードンex,0.5000,yes
80,ハガネールex＋鋼壁,0.6857,yes
81,メガライボルトex,0.4714,yes
81,ミュウツーex＋サーナイト,0.5571,yes
81,フリーザーex＋カスミ,0.5286,yes
81,ガラガラ＋化石,0.6000,yes
