gen,arch,wr,mutation
2,無色_カビゴン_耐久_V2_安定_サブ1ピン刺し,0.4714,unchanged
2,悪_サザンアブ_狙撃_V5_メガピン刺し_サブ1,0.6265,unchanged
2,炎_メガバシャ_再利用_V2_安定_サブ1ピン刺し,0.6153,unchanged
2,水_スイゲツ_ドロー_V2_安定_サブ1ピン刺し,0.4816,Out: ルザミーネ / In: ナマコブシ (Parent: 27/50 -> Mutant: 31/50)
2,超_ルナアーラ_回復_V6_純正_サブ0枚,0.1122,unchanged
2,雷_ライコウ_2ex_V6_純正_サブ0枚,0.7480,Out: 鋼鉄のまえかけ / In: おさかなネット (Parent: 37/50 -> Mutant: 43/50)
2,炎_グレンアルマ_加速_V1_安定_サブ2枚,0.2939,unchanged
2,龍_カイリュ_狙撃_V1_安定_サブ2枚,0.6153,unchanged
2,無色_メガピジョ_速攻_V3_グッズ偏重_サブ2,0.8173,Out: マーマネ / In: シルヴァディ (Parent: 38/50 -> Mutant: 44/50)
2,鋼_サーフゴ_バフ_V1_安定_サブ2枚,0.6388,Out: メルメタルex / In: クチート (Parent: 35/50 -> Mutant: 39/50)
2,龍_レック_最強_V6_純正_サブ0枚,0.3306,Out: ふしぎなアメ / In: メタルコアバリア (Parent: 27/50 -> Mutant: 34/50)
2,水_パオジ_速攻_V1_安定_サブ2枚,0.5388,Out: マーマネ / In: メンテナンス (Parent: 36/50 -> Mutant: 38/50)
2,雷_ピカライ_進化_V3_グッズ偏重_サブ2,0.3429,unchanged
2,草_エルフ_加速_V6_純正_サブ0枚,0.0990,Out: ジュナイパー / In: モクロー (Parent: 10/50 -> Mutant: 14/50)
2,無色_ルギア_加速_V6_純正_サブ0枚,0.5388,unchanged
2,水_スイゲツ_ドロー_V6_純正_サブ0枚,0.3633,unchanged
2,無色_カビゴン_耐久_V3_グッズ偏重_サブ2,0.4561,unchanged
2,鋼_メガハガ_耐久_V3_グッズ偏重_サブ2,0.7556,unchanged
2,雷_ライコウ_2ex_V3_グッズ偏重_サブ2,0.6796,unchanged
2,超_ミュウゲン_2ex_V2_安定_サブ1ピン刺し,0.6051,unchanged
2,草_エルフ_加速_V3_グッズ偏重_サブ2,0.4439,Out: 鋼鉄のまえかけ / In: ロケット団のしたっぱ (Parent: 24/50 -> Mutant: 30/50)
2,炎_エンテイ_ドロー_V4_グッズ偏重_ピンサブ,0.4980,unchanged
2,炎_メガリザX_高火力_V3_グッズ偏重_サブ2,0.6020,unchanged
2,鋼_メガハガ_耐久_V6_純正_サブ0枚,0.4398,Out: ガラルニャース / In: 釣り人 (Parent: 26/50 -> Mutant: 34/50)
2,超_ミュウツ_サナ_V2_安定_サブ1ピン刺し,0.6480,Out: トゲチック / In: サマヨール (Parent: 36/50 -> Mutant: 44/50)
2,雷_ライコウ_2ex_V2_安定_サブ1ピン刺し,0.5806,unchanged
2,悪_アクジ_吸収_V1_安定_サブ2枚,0.5429,unchanged
2,炎_メガリザY_安定_V2_安定_サブ1ピン刺し,0.3867,unchanged
2,草_マスカ_妨害_V4_グッズ偏重_ピンサブ,0.1128,Out: かんこうきゃく / In: マラカッチ (Parent: 16/50 -> Mutant: 19/50)
2,鋼_ディアルガ_ロマン_V4_グッズ偏重_ピンサブ,0.3898,unchanged
2,水_メガカメ_タンク_V5_メガピン刺し_サブ1,0.5898,unchanged
2,草_フシギバ_どく_V3_グッズ偏重_サブ2,0.8214,unchanged
2,無色_ルギア_加速_V2_安定_サブ1ピン刺し,0.3898,unchanged
2,水_メガギャラ_爆発_V4_グッズ偏重_ピンサブ,0.3673,unchanged
2,水_パルキア_高打点_V6_純正_サブ0枚,0.2378,unchanged
2,炎_メガリザY_安定_V4_グッズ偏重_ピンサブ,0.5337,unchanged
3,水_パオジ_速攻_V3_グッズ偏重_サブ2,0.6031,Out: コアルヒー / In: オムスター (Parent: 28/50 -> Mutant: 36/50)
3,草_マスカ_妨害_V4_グッズ偏重_ピンサブ,0.1616,unchanged
3,闘_ドンフ_耐久_V6_純正_サブ0枚,0.4245,unchanged
3,超_ミュウツ_サナ_V6_純正_サブ0枚,0.5408,unchanged
3,闘_ルカ_安定_V2_安定_サブ1ピン刺し,0.1816,Out: マオ / In: イシヘンジン (Parent: 9/50 -> Mutant: 14/50)
3,悪_ダーク_全体_V3_グッズ偏重_サブ2,0.6602,unchanged
3,闘_ルカガブ_2ex_V6_純正_サブ0枚,0.1173,unchanged
3,水_メガカメ_タンク_V3_グッズ偏重_サブ2,0.7000,unchanged
3,鋼_メガハガ_耐久_V3_グッズ偏重_サブ2,0.7888,Out: エアームドex / In: たての化石 (Parent: 41/50 -> Mutant: 44/50)
3,水_メガカメ_タンク_V5_メガピン刺し_サブ1,0.6638,unchanged
3,雷_メガライボ_速攻_V1_安定_サブ2枚,0.6286,Out: バチンウニ / In: エレブー (Parent: 33/50 -> Mutant: 36/50)
3,雷_メガライボ_速攻_V4_グッズ偏重_ピンサブ,0.6250,unchanged
3,悪_アクジ_吸収_V4_グッズ偏重_ピンサブ,0.5204,unchanged
3,水_パルキア_高打点_V4_グッズ偏重_ピンサブ,0.6485,unchanged
3,水_パルキア_高打点_V2_安定_サブ1ピン刺し,0.5153,unchanged
3,鋼_ディアルガ_ロマン_V4_グッズ偏重_ピンサブ,0.4643,unchanged
3,水_フリスイ_後攻_V4_グッズ偏重_ピンサブ,0.8112,unchanged
3,無色_メガピジョ_速攻_V1_安定_サブ2枚,0.6786,unchanged
3,草_フシギバ_どく_V5_メガピン刺し_サブ1,0.5480,unchanged
3,水_メガギャラ_爆発_V5_メガピン刺し_サブ1,0.4806,Out: ふしぎなアメ / In: レッド (Parent: 27/50 -> Mutant: 31/50)
3,水_スイゲツ_ドロー_V4_グッズ偏重_ピンサブ,0.5071,unchanged
3,炎_メガリザY_安定_V5_メガピン刺し_サブ1,0.5173,unchanged
3,炎_メガリザX_高火力_V1_安定_サブ2枚,0.6786,Out: リザードンex / In: ビーストナイト (Parent: 42/50 -> Mutant: 44/50)
3,闘_ドンフ_耐久_V3_グッズ偏重_サブ2,0.1653,Out: 大きなふうせん / In: 幻の石板 (Parent: 11/50 -> Mutant: 14/50)
3,鋼_サーフゴ_バフ_V3_グッズ偏重_サブ2,0.3429,Out: メリッサ / In: ヒレの化石 (Parent: 19/50 -> Mutant: 24/50)
3,炎_メガバシャ_再利用_V4_グッズ偏重_ピンサブ,0.6673,Out: フレイムパッチ / In: ラッキーミトン (Parent: 37/50 -> Mutant: 43/50)
3,悪_アクジ_吸収_V3_グッズ偏重_サブ2,0.4378,Out: ふしぎな広場 / In: ハンドスコープ (Parent: 21/50 -> Mutant: 35/50)
3,炎_ホウオウ_循環_V3_グッズ偏重_サブ2,0.4449,unchanged
3,超_ネクロ_高火力_V2_安定_サブ1ピン刺し,0.4255,unchanged
3,超_ネクロ_高火力_V4_グッズ偏重_ピンサブ,0.3296,Out: ブロロン / In: メガハガネールex (Parent: 32/50 -> Mutant: 37/50)
3,炎_ホウオウ_循環_V1_安定_サブ2枚,0.6689,unchanged
3,炎_ホウオウ_循環_V2_安定_サブ1ピン刺し,0.4480,unchanged
3,水_メガカメ_タンク_V4_グッズ偏重_ピンサブ,0.4551,unchanged
3,炎_メガリザY_ワンパン_V6_純正_サブ0枚,0.5173,unchanged
3,龍_ウルネク_全体_V1_安定_サブ2枚,0.5194,unchanged
3,悪_サザンアブ_狙撃_V1_安定_サブ2枚,0.5510,unchanged
3,草_マスカ_妨害_V2_安定_サブ1ピン刺し,0.1531,unchanged
3,炎_メガバシャ_再利用_V5_メガピン刺し_サブ1,0.4694,unchanged
3,草_フシギバ_どく_V3_グッズ偏重_サブ2,0.8378,Out: ビーストウォール / In: バタフリー (Parent: 43/50 -> Mutant: 48/50)
3,水_メガギャラ_爆発_V4_グッズ偏重_ピンサブ,0.3990,unchanged
3,水_メガカメ_タンク_V6_純正_サブ0枚,0.4755,Out: ふしぎなアメ / In: セグレイブ (Parent: 25/50 -> Mutant: 36/50)
3,無色_メガピジョ_速攻_V4_グッズ偏重_ピンサブ,0.4102,Out: モノマネむすめ / In: ナマケロ (Parent: 24/50 -> Mutant: 36/50)
3,草_マスカ_妨害_V1_安定_サブ2枚,0.2786,Out: ツタージャ / In: いじわるレター (Parent: 27/50 -> Mutant: 31/50)
3,超_メガゲン_全体_V6_純正_サブ0枚,0.4265,Out: ネズ / In: ミカン (Parent: 27/50 -> Mutant: 32/50)
3,炎_メガリザX_高火力_V6_純正_サブ0枚,0.5194,unchanged
3,炎_メガバシャ_再利用_V3_グッズ偏重_サブ2,0.5214,Out: フレイムパッチ / In: ゴウカザルex (Parent: 33/50 -> Mutant: 36/50)
3,炎_メガリザX_速攻_V5_メガピン刺し_サブ1,0.4490,unchanged
3,雷_ライコウ_2ex_V2_安定_サブ1ピン刺し,0.5622,unchanged
3,炎_メガリザY_安定_V2_安定_サブ1ピン刺し,0.3633,unchanged
3,鋼_メガハガ_耐久_V5_メガピン刺し_サブ1,0.5245,unchanged
4,水_スイゲツ_ドロー_V2_安定_サブ1ピン刺し,0.5398,unchanged
4,鋼_サーフゴ_バフ_V6_純正_サブ0枚,0.1980,unchanged
4,悪_アクジ_吸収_V6_純正_サブ0枚,0.5745,unchanged
4,無色_メガピジョ_速攻_V1_安定_サブ2枚,0.7270,unchanged
4,炎_ホウオウ_循環_V2_安定_サブ1ピン刺し,0.5184,Out: グラジオ / In: マグマッグ (Parent: 33/50 -> Mutant: 35/50)
4,水_フリスイ_後攻_V4_グッズ偏重_ピンサブ,0.8342,unchanged
4,悪_ダーク_全体_V4_グッズ偏重_ピンサブ,0.6633,Out: ヒットハンマー / In: アブソル (Parent: 34/50 -> Mutant: 39/50)
4,超_メガゲン_全体_V3_グッズ偏重_サブ2,0.8781,Out: 博士の研究 / In: ルチア (Parent: 44/50 -> Mutant: 47/50)
4,闘_マッシ_詰め_V2_安定_サブ1ピン刺し,0.4184,unchanged
4,炎_メガリザY_ワンパン_V2_安定_サブ1ピン刺し,0.7571,Out: メガリザードンXex / In: ズガドーンex (Parent: 41/50 -> Mutant: 43/50)
4,炎_メガバシャ_再利用_V2_安定_サブ1ピン刺し,0.6571,unchanged
4,龍_ウルネク_全体_V6_純正_サブ0枚,0.5888,Out: バケッチャ / In: ミュウツー (Parent: 29/50 -> Mutant: 35/50)
4,草_エルフ_加速_V3_グッズ偏重_サブ2,0.5066,unchanged
4,悪_サザンアブ_狙撃_V3_グッズ偏重_サブ2,0.6653,unchanged
4,無色_メガピジョ_速攻_V4_グッズ偏重_ピンサブ,0.4689,unchanged
4,雷_メガライボ_速攻_V4_グッズ偏重_ピンサブ,0.6122,Out: 博士の研究 / In: シビルドン (Parent: 28/50 -> Mutant: 36/50)
4,超_メガゲン_全体_V4_グッズ偏重_ピンサブ,0.5934,unchanged
4,雷_メガライボ_速攻_V2_安定_サブ1ピン刺し,0.5051,unchanged
4,悪_アクジ_吸収_V4_グッズ偏重_ピンサブ,0.5092,Out: アカギ / In: ヤミラミ (Parent: 26/50 -> Mutant: 29/50)
4,龍_ウルネク_全体_V2_安定_サブ1ピン刺し,0.5607,Out: マホミル / In: ミカン (Parent: 30/50 -> Mutant: 35/50)
4,水_メガギャラ_爆発_V5_メガピン刺し_サブ1,0.4816,unchanged
4,無色_カビゴン_耐久_V6_純正_サブ0枚,0.4082,Out: そうじゅくエキス / In: ハルカ (Parent: 17/50 -> Mutant: 20/50)
4,無色_ルギア_加速_V3_グッズ偏重_サブ2,0.6776,unchanged
4,鋼_ディアルガ_ロマン_V6_純正_サブ0枚,0.5031,Out: ブロロローム / In: ナツメ (Parent: 30/50 -> Mutant: 32/50)
4,炎_メガリザY_ワンパン_V4_グッズ偏重_ピンサブ,0.6347,unchanged
4,悪_アクジ_吸収_V2_安定_サブ1ピン刺し,0.4051,unchanged
4,闘_ドンフ_耐久_V1_安定_サブ2枚,0.1184,unchanged
4,超_ネクロ_高火力_V6_純正_サブ0枚,0.3684,unchanged
4,悪_ブラッキ_強制_V3_グッズ偏重_サブ2,0.2969,Out: ヤブクロン / In: ヤブクロン (Parent: 21/50 -> Mutant: 26/50)
4,龍_カイリュ_狙撃_V1_安定_サブ2枚,0.6230,unchanged
4,水_フリスイ_後攻_V6_純正_サブ0枚,0.6337,Out: スターミーex / In: テーブルシティ (Parent: 35/50 -> Mutant: 37/50)
4,龍_カイリュ_狙撃_V2_安定_サブ1ピン刺し,0.4546,unchanged
4,超_メガゲン_全体_V1_安定_サブ2枚,0.6020,Out: レッド / In: スリープ (Parent: 34/50 -> Mutant: 37/50)
4,鋼_ディアルガ_ロマン_V4_グッズ偏重_ピンサブ,0.4690,Out: ディアルガex / In: アローラサンドパン (Parent: 34/50 -> Mutant: 37/50)
4,雷_サンダース_加速_V2_安定_サブ1ピン刺し,0.4276,unchanged
4,闘_マッシ_詰め_V1_安定_サブ2枚,0.3480,unchanged
4,炎_メガバシャ_再利用_V1_安定_サブ2枚,0.6653,Out: コトネ / In: シトロンのリュック (Parent: 37/50 -> Mutant: 39/50)
4,超_ルナアーラ_回復_V3_グッズ偏重_サブ2,0.1735,Out: ヤバチャ / In: ミミッキュex (Parent: 12/50 -> Mutant: 22/50)
4,雷_ピカライ_進化_V3_グッズ偏重_サブ2,0.3235,Out: オボンのみ / In: アローライシツブテ (Parent: 14/50 -> Mutant: 18/50)
4,水_スイゲツ_ドロー_V6_純正_サブ0枚,0.3515,unchanged
4,水_スイゲツ_環境_V2_安定_サブ1ピン刺し,0.4510,Out: かいの化石 / In: ヘイラッシャ (Parent: 31/50 -> Mutant: 35/50)
4,水_フリスイ_後攻_V3_グッズ偏重_サブ2,0.5980,unchanged
4,悪_ブラッキ_強制_V1_安定_サブ2枚,0.4071,Out: ヒレの化石 / In: ニューラ (Parent: 29/50 -> Mutant: 31/50)
4,炎_グレンアルマ_加速_V4_グッズ偏重_ピンサブ,0.1980,unchanged
4,超_ネクロ_高火力_V4_グッズ偏重_ピンサブ,0.3837,unchanged
4,悪_サザンアブ_狙撃_V5_メガピン刺し_サブ1,0.5612,unchanged
4,闘_ルカガブ_2ex_V1_安定_サブ2枚,0.3699,unchanged
4,悪_アクジ_吸収_V1_安定_サブ2枚,0.5296,unchanged
4,水_メガギャラ_爆発_V4_グッズ偏重_ピンサブ,0.4143,unchanged
4,鋼_サーフゴ_バフ_V3_グッズ偏重_サブ2,0.3046,unchanged
5,闘_マッシ_詰め_V6_純正_サブ0枚,0.4265,unchanged
5,水_スイゲツ_環境_V1_安定_サブ2枚,0.7214,unchanged
5,炎_メガリザX_速攻_V3_グッズ偏重_サブ2,0.8051,Out: エンテイex / In: はじまりの平原 (Parent: 40/50 -> Mutant: 42/50)
5,雷_サンダース_加速_V4_グッズ偏重_ピンサブ,0.5031,unchanged
5,草_エルフ_加速_V2_安定_サブ1ピン刺し,0.7745,Out: コソクムシ / In: アゴジムシ (Parent: 33/50 -> Mutant: 40/50)
5,炎_メガリザY_安定_V1_安定_サブ2枚,0.6464,Out: イーブイのバッグ / In: 大きなふうせん (Parent: 34/50 -> Mutant: 41/50)
5,草_エルフ_加速_V1_安定_サブ2枚,0.7663,unchanged
5,悪_ブラッキ_強制_V2_安定_サブ1ピン刺し,0.1898,unchanged
5,悪_ブラッキ_強制_V1_安定_サブ2枚,0.4801,Out: そうじゅくエキス / In: クロバット (Parent: 30/50 -> Mutant: 36/50)
5,超_ルナアーラ_回復_V1_安定_サブ2枚,0.3418,Out: バネブー / In: セキ (Parent: 21/50 -> Mutant: 23/50)
5,鋼_サーフゴ_バフ_V2_安定_サブ1ピン刺し,0.1617,unchanged
5,無色_メガピジョ_速攻_V5_メガピン刺し_サブ1,0.6765,unchanged
5,無色_ルギア_加速_V3_グッズ偏重_サブ2,0.7061,unchanged
5,龍_ウルネク_全体_V6_純正_サブ0枚,0.6128,unchanged
5,悪_サザンアブ_狙撃_V3_グッズ偏重_サブ2,0.6633,unchanged
5,雷_サンダース_加速_V1_安定_サブ2枚,0.6857,Out: ふしぎなアメ / In: カプコケコ (Parent: 37/50 -> Mutant: 42/50)
5,闘_ルカガブ_2ex_V1_安定_サブ2枚,0.3986,unchanged
5,雷_メガライボ_速攻_V3_グッズ偏重_サブ2,0.4949,unchanged
5,炎_メガリザX_速攻_V5_メガピン刺し_サブ1,0.5184,Out: ウルガモス / In: エンニュート (Parent: 31/50 -> Mutant: 38/50)
5,水_パオジ_速攻_V6_純正_サブ0枚,0.4388,unchanged
5,闘_マッシ_詰め_V2_安定_サブ1ピン刺し,0.3934,Out: マンキー / In: バルキー (Parent: 24/50 -> Mutant: 28/50)
5,水_パオジ_速攻_V4_グッズ偏重_ピンサブ,0.5224,unchanged
5,雷_メガライボ_速攻_V2_安定_サブ1ピン刺し,0.4954,unchanged
5,龍_レック_最強_V1_安定_サブ2枚,0.4224,unchanged
5,鋼_ソルガレオ_コンボ_V6_純正_サブ0枚,0.1230,Out: プルリル / In: メガハガネールex (Parent: 6/50 -> Mutant: 22/50)
5,水_スイゲツ_環境_V2_安定_サブ1ピン刺し,0.4974,unchanged
5,炎_エンテイ_ドロー_V2_安定_サブ1ピン刺し,0.5673,Out: マツバ / In: カツラ (Parent: 28/50 -> Mutant: 33/50)
5,闘_ルカガブ_2ex_V6_純正_サブ0枚,0.1158,unchanged
5,闘_ルカ_安定_V6_純正_サブ0枚,0.1367,Out: タケシ / In: サカキ (Parent: 7/50 -> Mutant: 9/50)
5,炎_メガリザY_安定_V3_グッズ偏重_サブ2,0.6276,Out: ポニータ / In: クイタラン (Parent: 33/50 -> Mutant: 35/50)
5,雷_メガライボ_速攻_V1_安定_サブ2枚,0.5888,unchanged
5,悪_アクジ_吸収_V4_グッズ偏重_ピンサブ,0.4823,unchanged
5,水_スイゲツ_環境_V4_グッズ偏重_ピンサブ,0.6490,Out: ホエルコ / In: こうらの化石 (Parent: 40/50 -> Mutant: 48/50)
5,炎_ホウオウ_循環_V4_グッズ偏重_ピンサブ,0.4985,Out: 博士の研究 / In: ラムのみ (Parent: 29/50 -> Mutant: 33/50)
5,超_ミュウゲン_2ex_V6_純正_サブ0枚,0.3265,Out: 大きなふうせん / In: ミュウツー (Parent: 24/50 -> Mutant: 28/50)
5,炎_メガリザX_高火力_V5_メガピン刺し_サブ1,0.5954,unchanged
5,水_スイゲツ_ドロー_V6_純正_サブ0枚,0.3595,Out: レジアイス / In: ウェルカモ (Parent: 23/50 -> Mutant: 27/50)
5,鋼_メガハガ_耐久_V2_安定_サブ1ピン刺し,0.4490,unchanged
5,悪_ダーク_全体_V1_安定_サブ2枚,0.4633,Out: ふしぎなアメ / In: ゴルバット (Parent: 26/50 -> Mutant: 29/50)
5,鋼_メガハガ_耐久_V1_安定_サブ2枚,0.5857,unchanged
5,無色_ルギア_加速_V1_安定_サブ2枚,0.4255,unchanged
5,龍_カイリュ_狙撃_V4_グッズ偏重_ピンサブ,0.4454,unchanged
5,水_メガカメ_タンク_V4_グッズ偏重_ピンサブ,0.4551,unchanged
5,草_フシギバ_どく_V2_安定_サブ1ピン刺し,0.4959,Out: フシギバナex / In: クヌギダマ (Parent: 31/50 -> Mutant: 36/50)
5,炎_メガリザX_高火力_V4_グッズ偏重_ピンサブ,0.5418,unchanged
5,炎_メガリザX_速攻_V2_安定_サブ1ピン刺し,0.4316,Out: レスキュースカーフ / In: バオッキー (Parent: 21/50 -> Mutant: 31/50)
5,超_ミュウ_完封_V6_純正_サブ0枚,0.6071,unchanged
5,水_パルキア_高打点_V2_安定_サブ1ピン刺し,0.4561,unchanged
5,無色_カビゴン_耐久_V2_安定_サブ1ピン刺し,0.3694,Out: プクリン / In: ふしぎな広場 (Parent: 23/50 -> Mutant: 27/50)
5,超_ミュウツ_サナ_V3_グッズ偏重_サブ2,0.6837,unchanged
6,炎_メガリザX_高火力_V2_安定_サブ1ピン刺し,0.6082,Out: ハンサム / In: ハウ (Parent: 33/50 -> Mutant: 35/50)
6,炎_メガバシャ_再利用_V3_グッズ偏重_サブ2,0.6133,Out: ハンサム / In: ずがいの化石 (Parent: 32/50 -> Mutant: 39/50)
6,水_スイゲツ_環境_V2_安定_サブ1ピン刺し,0.5088,unchanged
6,雷_メガライボ_速攻_V4_グッズ偏重_ピンサブ,0.6148,Out: ライコウex / In: メンテナンス (Parent: 31/50 -> Mutant: 34/50)
6,超_ミュウゲン_2ex_V1_安定_サブ2枚,0.7571,Out: 大きなふうせん / In: オドリドリ (Parent: 42/50 -> Mutant: 46/50)
6,悪_アクジ_吸収_V4_グッズ偏重_ピンサブ,0.4722,Out: はじまりの平原 / In: ビーストウォール (Parent: 27/50 -> Mutant: 34/50)
6,超_ネクロ_高火力_V6_純正_サブ0枚,0.3995,unchanged
6,水_スイゲツ_環境_V3_グッズ偏重_サブ2,0.5959,unchanged
6,龍_カイリュ_狙撃_V6_純正_サブ0枚,0.1490,unchanged
6,草_フシギバ_どく_V5_メガピン刺し_サブ1,0.5265,Out: シェイミ / In: バチンキー (Parent: 34/50 -> Mutant: 40/50)
6,草_マスカ_妨害_V1_安定_サブ2枚,0.3755,unchanged
6,草_エルフ_加速_V3_グッズ偏重_サブ2,0.5054,unchanged
6,超_ルナアーラ_回復_V2_安定_サブ1ピン刺し,0.1133,unchanged
6,超_ミュウ_完封_V4_グッズ偏重_ピンサブ,0.6842,unchanged
6,無色_カビゴン_耐久_V1_安定_サブ2枚,0.4939,unchanged
