2612,ディグダ,Pokemon,Fighting,60,0,,,,ちょっとつっこむ,30,,Fighting:1
2613,ダグトリオ,Pokemon,Fighting,80,1,ディグダ,,,どろばくだん,60,,Fighting:1,Colorless:1
2614,グラードン,Pokemon,Fighting,130,0,,,,ガイアブラスト,130,,Fighting:2,Colorless:2
2615,ルチャブル,Pokemon,Fighting,80,0,,,,とっしん,50,,Colorless:2
2616,ゴース,Pokemon,Darkness,60,0,,,,つぶやく,20,,Darkness:1
2617,ゴースト,Pokemon,Darkness,80,1,ゴース,,,スピンターン,40,,Darkness:2
2563,メガゲンガーex,Pokemon,Darkness,210,2,ゴースト,,,シャドーラビリンス,120,,Darkness:3,Colorless:1
2618,ダークライ,Pokemon,Darkness,100,0,,,,くろいまどろみ,40,,Colorless:3
2619,ヤブクロン,Pokemon,Darkness,70,0,,,,ヘドロなげ,40,,Darkness:2
2620,ダストダス,Pokemon,Darkness,120,1,ヤブクロン,,,ヘドロのうず,70,,Darkness:2
2621,ゾロア,Pokemon,Darkness,60,0,,,,ふいをつく,40,,Darkness:1
2622,ゾロアーク,Pokemon,Darkness,100,1,ゾロア,,,エナジークラッシュ,20,,Darkness:1
2572,モルペコ,Pokemon,Darkness,70,0,,,,エネしゃりん,50,,Darkness:2
2623,フォレトス,Pokemon,Metal,100,1,モルペコ,,,とくだいばくはつ,100,,Metal:3
2624,メガハッサムex,Pokemon,Metal,200,1,モルペコ,,,バレットスラッガー,100,,Metal:2,Colorless:1
2625,カミツルギ,Pokemon,Metal,60,0,,,,デスラッシュ,40,,Metal:1
2626,ブロロン,Pokemon,Metal,70,0,,,,ガスでつつむ,40,,Metal:1,Colorless:1
2627,ブロロローム,Pokemon,Metal,110,1,ブロロン,メタルキャリー: 自分の番に1回使える。自分のバトル場の鋼ポケモンを、ベンチポケモンと入れ替える。,,あらくれダッシュ,60,,Metal:1,Colorless:1
2628,ミニリュウ,Pokemon,Dragon,60,0,,,,しっぽでつく,10,,Colorless:1
2629,ハクリュー,Pokemon,Dragon,80,1,ミニリュウ,,,てんくうのいのり,0,,Colorless:1
2630,カイリュー,Pokemon,Dragon,150,2,ハクリュー,,,ドラゴンウェーブ,150,,Water:1,Lightning:1,Colorless:1
2631,キバゴ,Pokemon,Dragon,70,0,,,,するどいキバ,40,,Fighting:1,Colorless:1
2632,オノンド,Pokemon,Dragon,90,1,キバゴ,,,ドラゴンクロー,60,,Fighting:1,Colorless:1
2574,オノノクス,Pokemon,Dragon,150,2,オノンド,,,きょうらんのやいば,50,bench_proportional_20,Fighting:1,Metal:1,Colorless:1
2633,クリムガン,Pokemon,Dragon,100,0,,,,わしづかみ,40,,Colorless:2
2634,プリン,Pokemon,Colorless,70,0,,,,ふむ,30,,Colorless:2
2635,プクリン,Pokemon,Colorless,110,1,プリン,,,ぶちかます,80,,Colorless:3
2636,ミルタンク,Pokemon,Colorless,110,0,,,,けちらす,10,bench_proportional_20,Colorless:2
2637,ペラップ,Pokemon,Colorless,70,0,,,,かいてんドロー,10,,Colorless:1
2638,チラーミィ,Pokemon,Colorless,60,0,,,,じゃれつく,10,,Colorless:1
2639,チラチーノ,Pokemon,Colorless,90,1,チラーミィ,,,ひっぱたく,60,,Colorless:2
2640,トリミアン,Pokemon,Colorless,80,0,,ファーコート: このポケモンが受けるワザのダメージを-20する。,,クイックアタック,40,,Colorless:2
2641,いじわるレター,Trainer,Colorless,0,0,,,相手は相手自身の手札を、4枚になるようにトラッシュ。
2642,メンテナンス,Trainer,Colorless,0,0,,,自分の手札を2枚選び、山札にもどす。自分の山札を1枚引く。2枚もどせないなら、このカードは使えない。
2643,アイリス,Trainer,Colorless,0,0,,,この番、自分の「オノノクス」が使うワザのダメージで、相手のバトルポケモンがきぜつしたなら、1ポイント多くとる。
2575,カルム,Trainer,Colorless,0,0,,,おたがいの場の「メガシンカex」の数ぶん、自分の山札を引く。
2644,ハイキングコース,Trainer,Colorless,0,0,,,おたがいのプレイヤーは、自分の番の終わりに、自分の手札が3枚になるように、山札を引く。
2424,ニャオハ,Pokemon,Grass,60,0,,,,このは,20,,Grass:1
2441,ニャローテ,Pokemon,Grass,90,1,ニャオハ,,,リーフステップ,30,,Grass:1
2435,マスカーニャex,Pokemon,Grass,160,2,ニャローテ,,,トリックフラワー,70,,Grass:1,ソーラービーム,80,,Grass:2
2442,タマンチュラ,Pokemon,Grass,50,0,,,,ひっかける,20,,Grass:1
2443,ワナイダー,Pokemon,Grass,100,1,タマンチュラ,,,しばりつける,40,,Grass:1
2444,マメバッタ,Pokemon,Grass,40,0,,,,とんぼがえり,10,,Colorless:1
2428,ミニーブ,Pokemon,Grass,60,0,,,,すいとる,10,,Grass:1
2445,オリーニョ,Pokemon,Grass,90,1,ミニーブ,,,タネばくだん,40,,Grass:1,Colorless:1
2446,オリーヴァ,Pokemon,Grass,130,2,オリーニョ,エクストラヒール: 自分の番に1回使える。エネルギーがついている自分の「ポケモンex」1匹のHPを60回復。その後、そのポケモンからエネルギーをランダムに1個トラッシュ。,,タネばくだん,70,,Colorless:2
2447,アノクサ,Pokemon,Grass,50,0,,,,ころがる,20,,Colorless:1
2448,アノホラグサ,Pokemon,Grass,100,1,アノクサ,,,れんぞくころがり,60,,Grass:1,Colorless:1
2449,カプサイジ,Pokemon,Grass,60,0,,,,やんちゃげり,10,,Colorless:1
2450,スコヴィラン,Pokemon,Grass,100,1,カプサイジ,,,レッドホットヘッド,60,,Grass:1,Colorless:1
2451,シガロコ,Pokemon,Grass,50,0,,,,たまころがり,20,,Colorless:1
2452,チオンジェン,Pokemon,Grass,120,0,,,,どんよくバインド,90,,Grass:3,Colorless:1
2425,ホゲータ,Pokemon,Fire,70,0,,,,ようきにうたう,0,,Colorless:1
2453,アチゲータ,Pokemon,Fire,100,1,ホゲータ,,,かみつく,50,,Fire:1,Colorless:1
2454,ラウドボーン,Pokemon,Fire,150,2,アチゲータ,パッションボイス: 自分の番に、このポケモンから炎エネルギーを1個トラッシュするなら、1回使える。この番、自分の炎ポケモンが使うワザの、相手のバトルポケモンへのダメージを+50する。,,ヒートスタンプ,70,,Fire:1,Colorless:1
2562,カルボウ,Pokemon,Fire,60,0,,,,パンチ,10,,Colorless:1
2455,グレンアルマex,Pokemon,Fire,140,1,カルボウ,,,アーマーキャノン,120,,Fire:1,Colorless:2
2456,イーユイ,Pokemon,Fire,80,0,,,,ねたみのごうか,40,,Fire:1,Colorless:1
2426,クワッス,Pokemon,Water,60,0,,,,はねてかわす,10,,Water:1
2457,ウェルカモ,Pokemon,Water,80,1,クワッス,,,スプラッシュターン,40,,Water:2
2458,ウェーニバル,Pokemon,Water,150,2,ウェルカモ,,,ハイドロキック,90,,Water:2,Colorless:1
2459,ウミディグダ,Pokemon,Water,60,0,,,,みずてっぽう,20,,Water:1
2460,ウミトリオ,Pokemon,Water,90,1,ウミディグダ,,,さんれんのムチ,30,,Water:1
2461,ナミイルカ,Pokemon,Water,60,0,,,,ひれカッター,20,,Water:1
2462,イルカマン,Pokemon,Water,130,1,ナミイルカ,,,ジェットパンチ,50,,Water:3
2463,アルクジラ,Pokemon,Water,100,0,,,,つららミサイル,60,,Water:2,Colorless:1
2464,ハルクジラ,Pokemon,Water,150,1,アルクジラ,,,れいとうパンチ,80,,Water:2,Colorless:2
2465,ミガルーサ,Pokemon,Water,100,0,,,,ダイジェットスクリュー,90,,Water:1,Colorless:3
2466,ヘイラッシャ,Pokemon,Water,130,0,,,,ギガインパクト,120,,Water:3,Colorless:1
2467,シャリタツ,Pokemon,Water,70,0,,,,まきかえす,20,,Water:1
2468,セビエ,Pokemon,Water,60,0,,,,ひんやり,20,,Water:1
2469,セゴール,Pokemon,Water,90,1,セビエ,,,フロストスマッシュ,50,,Water:1,Colorless:1
2470,セグレイブ,Pokemon,Water,140,2,セゴール,アイスメーカー: 自分の番に1回使える。自分のエネルギーゾーンから水エネルギーを1個出し、バトル場の水ポケモンにつける。,,バスターテール,90,,Water:3
2471,パオジアンex,Pokemon,Water,130,0,,,,つらら,20,,Water:1,アイシクルダイブ,130,,Water:3
2427,パモ,Pokemon,Lightning,60,0,,,,でんじスパーク,10,,Lightning:1
2472,パモット,Pokemon,Lightning,90,1,パモ,,,ヘッドボルト,20,,Lightning:1
2473,パーモット,Pokemon,Lightning,140,2,パモット,,,サンダーブラスト,100,,Lightning:2
2474,ズピカ,Pokemon,Lightning,60,0,,,,エレキボール,20,,Lightning:1
2475,ハラバリーex,Pokemon,Lightning,160,1,ズピカ,,,こうでんあつほう,70,,Lightning:2
2476,カイデン,Pokemon,Lightning,60,0,,,,はばたく,20,,Lightning:1
2477,タイカイデン,Pokemon,Lightning,90,1,カイデン,,,スピードウイング,40,,Lightning:1
2478,ミライドン,Pokemon,Lightning,120,0,,,,ライトニングレーザー,60,,Lightning:3
2429,パピモッチ,Pokemon,Psychic,60,0,,,,うしろげり,20,,Psychic:1
2479,バウッツェル,Pokemon,Psychic,100,1,パピモッチ,,,じゃれつく,50,,Psychic:2
2433,ソウブレイズ,Pokemon,Psychic,110,1,パピモッチ,,,とうしのたいけん,70,,Psychic:2,Colorless:1
2480,ベラカス,Pokemon,Psychic,70,1,パピモッチ,,,サイケこうせん,80,,Psychic:2
2481,ヒラヒナ,Pokemon,Psychic,50,0,,,,はねまわる,20,,Psychic:1
2482,クエスパトラ,Pokemon,Psychic,90,1,ヒラヒナ,,,サイコキネシス,30,,Psychic:1
2483,ボチ,Pokemon,Psychic,70,0,,,,ソウルシュート,30,,Psychic:1
2484,ハカドッグ,Pokemon,Psychic,130,1,ボチ,,,おはかまいり,50,,Psychic:1,Colorless:1
2485,コレクレー,Pokemon,Psychic,60,0,,,,れんぞくコインなげ,20,,Colorless:1
2486,マンキー,Pokemon,Fighting,60,0,,,,みだれひっかき,10,,Fighting:1
2487,オコリザル,Pokemon,Fighting,80,1,マンキー,,,いかり,30,,Fighting:1
2488,コノヨザル,Pokemon,Fighting,140,2,オコリザル,,,ダイナマイトパンチ,90,,Fighting:1
2489,パルデアケンタロス,Pokemon,Fighting,100,0,,,,うしろげり,50,,Fighting:1,Colorless:1
2490,ノノクラゲ,Pokemon,Fighting,60,0,,,,けとばす,20,,Fighting:1
2491,リククラゲ,Pokemon,Fighting,120,1,ノノクラゲ,,,しびれごな,70,,Fighting:2,Colorless:1
2432,ガケガニ,Pokemon,Fighting,100,0,,,,アドレナハンマー,70,,Fighting:2
2492,ディンルー,Pokemon,Fighting,120,0,,,,ごうまんインパクト,130,,Fighting:3
2493,コライドン,Pokemon,Fighting,120,0,,,,ランページファング,120,,Fighting:2,Colorless:2
2430,パルデアウパー,Pokemon,Darkness,60,0,,,,はねまわる,40,,Darkness:1,Colorless:1
2494,パルデアドオー,Pokemon,Darkness,120,1,パルデアウパー,,,どろんこハンマー,70,,Darkness:2,Colorless:1
2495,エクスレッグ,Pokemon,Darkness,100,1,パルデアウパー,,,ロケットジャンプ,80,,Darkness:1
2496,オラチフ,Pokemon,Darkness,70,0,,,,かみつく,30,,Darkness:1,Colorless:1
2497,マフィティフ,Pokemon,Darkness,120,1,オラチフ,,,ワイルドタックル,110,,Darkness:2,Colorless:1
2498,シルシュルー,Pokemon,Darkness,50,0,,,,ひっかく,20,,Colorless:1
2499,タギングル,Pokemon,Darkness,90,1,シルシュルー,,,カラフルアタック,30,,Colorless:1
2500,オトシドリ,Pokemon,Darkness,90,0,,,,そらをとぶ,70,,Colorless:3
2434,カヌチャン,Pokemon,Metal,60,0,,,,たたく,30,,Metal:1,Colorless:1
2501,ナカヌチャン,Pokemon,Metal,80,1,カヌチャン,,,なぐる,50,,Metal:1,Colorless:1
2502,デカヌチャン,Pokemon,Metal,150,2,ナカヌチャン,,,デカハンマー,140,,Metal:2,Colorless:1
2503,ブロロン,Pokemon,Metal,60,0,,,,ぶつかる,20,,Metal:1
2504,ブロロローム,Pokemon,Metal,110,1,ブロロン,,,どくガス,50,,Metal:1,Colorless:1
2505,ミミズズ,Pokemon,Metal,100,0,,,,てつぶんサプライ,10,,Metal:1
2436,サーフゴーex,Pokemon,Metal,150,1,ミミズズ,,,ばらまきラッシュ,999,,Metal:1
2506,グルトン,Pokemon,Colorless,60,0,,,,たいあたり,20,,Colorless:1
2507,パフュートン,Pokemon,Colorless,110,1,グルトン,,,レッグスタンプ,100,,Colorless:3
2508,ワッカネズミ,Pokemon,Colorless,30,0,,,,ダブルアタック,30,,Colorless:1
2509,イッカネズミ,Pokemon,Colorless,60,1,ワッカネズミ,,,トリプルかじり,60,,Colorless:2
2510,イキリンコ,Pokemon,Colorless,70,0,,,,でんこうせっか,30,,Colorless:2
2511,モトトカゲ,Pokemon,Colorless,90,0,,,,バディドライブ,40,,Colorless:3
2512,カラミンゴ,Pokemon,Colorless,90,0,,,,つばさでうつ,50,,Colorless:2
2513,エレキジェネレーター,Trainer,Colorless,0,0,,,コインを1回投げオモテなら、自分のエネルギーゾーンから雷エネルギーを1個出し、ベンチの雷ポケモンにつける。
2515,スター団のしたっぱ,Trainer,Colorless,0,0,,,相手の特性を持つポケモン全員についているエネルギーからランダムに1個トラッシュ。
2437,ネモ,Trainer,Colorless,0,0,,,この番、自分の「パーモット」が使うワザの、相手のバトル場の「ポケモンex」へのダメージを+80する。
2438,ペパー,Trainer,Colorless,0,0,,,コインを1回投げる。オモテなら「グッズ」、ウラなら「ポケモンのどうぐ」を、自分の山札からランダムに1枚、手札に加える。
2514,大きなふうせん,Trainer,Colorless,0,0,,,このカードをつけている2進化ポケモンのにげるためのエネルギーを、すべてなくす。
2439,テーブルシティ,Trainer,Colorless,0,0,,,おたがいのプレイヤーは、自分の番に1回使える。コインを1回投げオモテなら、自分の山札からポケモンをランダムに1枚、手札に加える。
2201,レディバ,Pokemon,Grass,60,0,,,,パンチ,10,,Colorless:1
2190,レディアン,Pokemon,Grass,80,1,レディバ,,,スピードスター,40,,Colorless:1
2202,ツボツボ,Pokemon,Grass,80,0,,,,ガードプレス,40,,Grass:2
2203,ロゼリア,Pokemon,Grass,60,0,,,,ころばす,10,,Grass:1
2204,ロズレイド,Pokemon,Grass,90,1,ロゼリア,,,ポイズンサークル,50,,Grass:2
2205,サボネア,Pokemon,Grass,60,0,,,,どつく,30,,Grass:1,Colorless:1
2206,ノクタス,Pokemon,Grass,120,1,サボネア,,,トゲでえぐる,60,,Grass:2,Colorless:1
2207,ハリマロン,Pokemon,Grass,60,0,,,,つるのムチ,30,,Grass:1,Colorless:1
2208,ハリボーグ,Pokemon,Grass,90,1,ハリマロン,,,ニードルアーム,60,,Grass:2,Colorless:1
2209,ブリガロン,Pokemon,Grass,160,2,ハリボーグ,,,ニードルラリアット,80,,Grass:2,Colorless:2
2210,コフキムシ,Pokemon,Grass,50,0,,,,むしくい,10,,Colorless:1
2211,コフーライ,Pokemon,Grass,80,1,コフキムシ,,,しんかのきざし,0,,Colorless:1
2212,ビビヨン,Pokemon,Grass,130,2,コフーライ,,,ビビッドパウダー,60,,Grass:1,Colorless:1
2213,マッシブーン,Pokemon,Grass,110,0,,,,グラウンドビート,40,,Grass:2
2214,ヒメンカ,Pokemon,Grass,60,0,,,,はっぱカッター,20,,Grass:1
2215,ワタシラガ,Pokemon,Grass,90,1,ヒメンカ,,,まいあがる,40,,Grass:1
2184,オーガポンみどりのめんex,Pokemon,Grass,130,0,,やすらぎのかぜ: このポケモンがいるかぎり、エネルギーがついている自分のポケモン全員は、特殊状態にならず、受けている特殊状態は、すべて回復。,,エナジーリーフ,60,,Grass:2
2216,アローラガラガラ,Pokemon,Fire,100,1,オーガポンみどりのめんex,,,ヒートボーン,40,,Fire:2
2217,レシラム,Pokemon,Fire,120,0,,,,あおいほのお,110,,Fire:3
2218,シシコ,Pokemon,Fire,70,0,,,,ふむ,10,,Colorless:1
2219,カエンジシ,Pokemon,Fire,90,1,シシコ,,,ヒートブラスト,70,,Fire:2
2187,オドリドリ,Pokemon,Fire,70,0,,,,ダンシングエール,10,,Fire:1
2220,ズガドーンex,Pokemon,Fire,140,0,,,,こがす,0,,Fire:1,ポップバンク,140,,Fire:3
2221,ヒバニー,Pokemon,Fire,60,0,,,,はねまわる,20,,Fire:1
2222,ラビフット,Pokemon,Fire,80,1,ヒバニー,,,キック,40,,Fire:1
2223,エースバーン,Pokemon,Fire,130,2,ラビフット,,,ひのたまシュート,120,,Fire:2
2224,オーガポンかまどのめん,Pokemon,Fire,80,0,,,,かまどのまい,40,,Fire:1,Colorless:1
2225,アローラロコン,Pokemon,Water,60,0,,,,かじる,20,,Water:1
2226,アローラキュウコンex,Pokemon,Water,150,1,アローラロコン,,,スノーバインド,80,,Water:2
2227,ガラルバリヤード,Pokemon,Water,70,0,,,,スノーアイス,20,,Water:1
2228,ガラルバリコオル,Pokemon,Water,110,1,ガラルバリヤード,,,トリプルスピン,60,,Water:3
2229,デリバード,Pokemon,Water,80,0,,,,サプライズボックス,70,,Colorless:2
2230,ミズゴロウ,Pokemon,Water,60,0,,,,たいあたり,20,,Water:1
2231,ヌマクロー,Pokemon,Water,90,1,ミズゴロウ,,,なみのり,40,,Water:1,Colorless:1
2232,ラグラージ,Pokemon,Water,150,2,ヌマクロー,,,おおうずしお,100,,Water:3
2233,メガラグラージex,Pokemon,Water,230,2,ヌマクロー,,,ゴウワンバスター,150,,Water:3
2188,バニプッチ,Pokemon,Water,60,0,,,,ひんやり,20,,Water:1
2234,バニリッチ,Pokemon,Water,80,1,バニプッチ,,,こおりのいぶき,40,,Water:1
2235,バイバニラ,Pokemon,Water,140,2,バニリッチ,,,スイーツリレー,60,,Water:2
2236,フリージオ,Pokemon,Water,70,0,,,,カチカチロック,20,,Water:1
2237,アマルス,Pokemon,Water,100,1,フリージオ,,,オーロラビーム,50,,Water:1,Colorless:1
2238,アマルルガ,Pokemon,Water,150,2,アマルス,,,ヘイルプリズン,90,,Water:2,Colorless:1
2239,カムカメ,Pokemon,Water,80,0,,,,ずつき,50,,Colorless:3
2240,カジリガメ,Pokemon,Water,130,1,カムカメ,,,ヘビーインパクト,120,,Water:3,Colorless:1
2241,ウッウ,Pokemon,Water,80,0,,,,はきだしショット,30,,Water:1
2242,サシカマス,Pokemon,Water,60,0,,,,ぶつかる,10,,Colorless:1
2243,カマスジョー,Pokemon,Water,100,1,サシカマス,,,ジェットショット,40,,Water:1
2244,オーガポンいどのめん,Pokemon,Water,80,0,,,,いどのまい,40,,Water:1,Colorless:1
2245,ピカチュウ,Pokemon,Lightning,60 ,0,,,,でんげき,30,,Lightning:1
2246,アローラライチュウ,Pokemon,Lightning,110,1,ピカチュウ,サーフテール: 場にスタジアムが出ているなら、このポケモンのにげるためのエネルギーを、すべてなくす。,,サンダーアロー,50,,Lightning:2
2247,サンダー,Pokemon,Lightning,100,0,,,,ビッグサンダー,100,,Lightning:3
2248,プラスル,Pokemon,Lightning,70,0,,,,でんきしっぽ,10,,Lightning:1
2249,マイナン,Pokemon,Lightning,70,0,,,,バディスパーク,30,,Lightning:1
2250,エレズン,Pokemon,Lightning,60,0,,,,バチバチ,30,,Lightning:1,Colorless:1
2251,ストリンダーex,Pokemon,Lightning,150,1,エレズン,,,ダメージスパーク,90,,Lightning:2,Colorless:1
2252,ズピカ,Pokemon,Lightning,50,0,,,,じゅうでん,0,,Colorless:1
2253,ハラバリー,Pokemon,Lightning,130,1,ズピカ,,,ライトニングボール,80,,Lightning:2,Colorless:1
2254,ガラルポニータ,Pokemon,Psychic,60,0,,,,はねまわる,10,,Colorless:1
2255,ガラルギャロップ,Pokemon,Psychic,100,1,ガラルポニータ,,,フォトンレーザー,40,,Psychic:1
2256,ソーナンス,Pokemon,Psychic,100,0,,,,おきあがりアタック,80,,Psychic:1,Colorless:2
2257,ブルー,Pokemon,Psychic,60,0,,,,するどいキバ,30,,Colorless:2
2258,グランブル,Pokemon,Psychic,120,1,ブルー,,,かいりき,90,,Psychic:3
2259,ラルトス,Pokemon,Psychic,60,0,,,,あやしいひかり,0,,Psychic:1
2260,キルリア,Pokemon,Psychic,80,1,ラルトス,,,サイケこうせん,20,,Psychic:1
2261,サーナイト,Pokemon,Psychic,130,2,キルリア,,,サイコターボ,60,,Psychic:2
2182,メガサーナイトex,Pokemon,Psychic,210,2,キルリア,,,ファンタジアフォース,110,,Psychic:2
2262,ヒトモシ,Pokemon,Psychic,50,0,,,,つぶやく,20,,Psychic:1
2263,ランプラー,Pokemon,Psychic,80,1,ヒトモシ,,,ちょっとうらむ,30,,Psychic:1
2264,シャンデラ,Pokemon,Psychic,140,2,ランプラー,,,デッドストック,60,,Psychic:2
2192,メロエッタ,Pokemon,Psychic,70,0,,ふしぎなうたごえ: 自分の番のはじめに、このポケモンがバトル場にいるなら、自分の山札から超ポケモンをランダムに1枚、手札に加える。,,サイコショット,50,,Psychic:2
2191,バケッチャ,Pokemon,Psychic,60,0,,,,ぶつかる,20,,Psychic:1
2265,パンプジン,Pokemon,Psychic,110,1,バケッチャ,,,ソウルシュート,70,,Psychic:1
2185,ミミッキュex,Pokemon,Psychic,120,0,,ばけのかわ: このポケモンが場に出てから、はじめてワザのダメージを受けたとき、そのダメージを受けない。,,ツメできりさく,70,,Psychic:2
2266,ヤバチャ,Pokemon,Psychic,30,0,,,,かくれる,0,,Psychic:1
2267,ポットデス,Pokemon,Psychic,70,1,ヤバチャ,リフレッシュティー: 自分の番に、このカードを手札から出して進化させたとき、1回使える。相手の手札をすべて山札にもどす。相手は相手自身の勝つために必要な残りポイントの数ぶん、山札を引く。,,ホロウショット,40,,Psychic:1
2268,イエッサン,Pokemon,Psychic,80,0,,,,しねんのつぶて,70,,Psychic:3
2269,サンド,Pokemon,Fighting,60,0,,,,ダブルひっかき,20,,Fighting:1
2270,サンドパン,Pokemon,Fighting,90,1,サンド,,,みだれひっかき,30,,Fighting:1
2271,ワンリキー,Pokemon,Fighting,70,0,,,,たたきこわす,10,,Colorless:1
2272,ゴーリキー,Pokemon,Fighting,90,1,ワンリキー,,,チョップ,40,,Fighting:1
2273,カイリキー,Pokemon,Fighting,150,2,ゴーリキー,,,ノックハンマー,80,,Fighting:2
2274,カラカラ,Pokemon,Fighting,70,0,,,,ずつき,10,,Colorless:1
2275,アサナン,Pokemon,Fighting,60,0,,,,ひらてうち,10,,Colorless:1
2276,チャーレム,Pokemon,Fighting,100,1,アサナン,,,サイキック,50,,Fighting:1,Colorless:1
2277,ダンゴロ,Pokemon,Fighting,70,0,,,,どろかけ,30,,Fighting:1,Colorless:1
2278,ガントル,Pokemon,Fighting,100,1,ダンゴロ,,,パワージェム,70,,Fighting:2,Colorless:1
2279,ギガイアスex,Pokemon,Fighting,190,2,ガントル,,,メガトンキャノン,140,,Fighting:4
2280,モグリュー,Pokemon,Fighting,60,0,,,,とびだしヘッド,30,,Colorless:2
2281,チゴラス,Pokemon,Fighting,90,1,モグリュー,,,ぶちかます,60,,Fighting:2
2282,ガチゴラス,Pokemon,Fighting,150,2,チゴラス,,,ティラノファング,100,,Fighting:3
2283,ナゲツケサル,Pokemon,Fighting,90,0,,,,なげつける,30,,Fighting:1
2284,タイレーツ,Pokemon,Fighting,70,0,,れんけいユニット: 自分の場に別の「タイレーツ」がいるなら、このポケモンの、相手のバトルポケモンへのワザのダメージを+20し、相手のポケモンから受けるワザのダメージを-20する。,,せめこむ,20,,Fighting:1
2285,オーガポンいしずえのめん,Pokemon,Fighting,80,0,,,,いしずえのまい,40,,Fighting:1,Colorless:1
2286,アローラニャース,Pokemon,Darkness,60,0,,,,いばる,0,,Darkness:1
2287,アローラペルシアン,Pokemon,Darkness,100,1,アローラニャース,,,かみつく,40,,Darkness:1
2288,アローラベトベター,Pokemon,Darkness,80,0,,,,はたく,20,,Colorless:2
2289,アローラベトベトン,Pokemon,Darkness,110,1,アローラベトベター,かがくのちから: このポケモンがいるかぎり、おたかいの場のたねポケモンの特性を、すべてなくす。,,ヘドロばくだん,70,,Darkness:1,Colorless:2
2290,ガラルジグザグマ,Pokemon,Darkness,60,0,,,,ツメをたてる,20,,Darkness:1
2291,ガラルマッスグマ,Pokemon,Darkness,80,1,ガラルジグザグマ,,,うしろげり,40,,Darkness:1
2193,ガラルタチフサグマ,Pokemon,Darkness,150,2,ガラルマッスグマ,,,むじひないちげき,70,,Darkness:2
2292,スカンプー,Pokemon,Darkness,70,0,,,,しるをとばす,30,,Darkness:1,Colorless:1
2293,スカタンク,Pokemon,Darkness,110,1,スカンプー,,,えんまくだん,70,,Darkness:2,Colorless:1
2294,ミカルゲ,Pokemon,Darkness,70,0,,さいごのさけび: このポケモンが、バトル場で相手のポケモンからワザのダメージを受けてきせつしたとき、相手のポケモン全員に10ダメージ。,,ホロウショット,30,,Colorless:2
